id;adresse;ville;codePostal
99;avenue des champs elysees, 75008 paris;;75008
6087;254a ruea du faubourg saint antoine;;75012
6086;9 rue marbeuf, 75008 paris;;75008
6089;avenue hussein 1er de jordanie, 75116 paris;;75116
6088;pont saint-louis, 75004 paris;;75004
6081;18a ruea yves toudic;;75010
6080;26 rue de l'yvette, 75016 paris;;75016
6083;parvis du sacre-coeur, 75018 paris;;75018
6082;67 rue marcadet, 75018 paris;;75018
6085;13b rue ambroise pare, 75010 paris;;75010
6084;63a boulevarda des batignolles;;75008
3803;rue antoine vollon, 75012 paris;;75012
3804;14 rue de marseille, 75010 paris;;75010
3805;91 avenue de la republique, 75011 paris;;75011
3806;place dauphine, 75001 paris;;75001
3807;4 rue pillet-will, 75009 paris;;75009
3808;place slimane azem, 75014 paris;;75014
3809;pont louis-philippe, 75004 paris;;75004
3800;place etienne pernet, 75015 paris;;75015
3801;avenue de breteuil, 75007 paris;;75007
3802;1 place des cinq martyrs du lycee buffon, 75015 paris;;75015
6098;ruea rampal;;75019
6097;rue des arquebusiers, 75003 paris;;75003
6099;placea des petits peres;;75001
6090;boulevarda de strasbourg;;75010
6092;12a boulevarda morland;;75004
6091;place de l'opera, 75009 paris;;75009
6094;5 rue louis boilly, 75016 paris;;75016
6093;10a ruea du sentier;;75002
6096;277a ruea de charenton;;75012
6095;96a ruea jean pierre timbaud;;75011
3814;place du president mithouard, 75007 paris;;75007
3815;3 rue de castiglione, 75001 paris;;75001
3816;37 boulevard de courcelles, 75008 paris;;75008
3817;3 boulevard de la chapelle, 75010 paris;;75010
3818;15 boulevard du palais, 75004 paris;;75004
3819;90 quai de jemmapes, 75010 paris;;75010
3810;rue mornay, 75004 paris;;75004
3811;20 rue gazan, 75014 paris;;75014
3812;69 rue de la folie-regnault, 75011 paris;;75011
3813;32 rue des rosiers, 75004 paris;;75004
3825;pont louis-philippe, 75004 paris;;75004
3826;18 rue de berri, 75008 paris;;75008
3827;70a ruea du rendez vous;;75012
3828;7 rue jacques bingen, 75017 paris;;75017
3829;9 place d'iena, 75116 paris;;75116
3820;6 avenue de saxe, 75007 paris;;75007
3821;60 rue de romainville, 75019 paris;;75019
3822;place de la republique, 75011 paris;;75011
3823;2 rue andre messager, 75018 paris;;75018
3824;avenue de la porte de la chapelle, 75018 paris;;75018
2504;3a ruea campagne 1er/centre yoga bikram;;75014
3836;route de la muette a neuilly, 75116 paris;;75116
2503;8a ruea poliveau;;75005
3837;70 avenue de breteuil, 75007 paris;;75007
2502;tunnela de la rue watt;;75013
3838;6 rue de la fontaine du but, 75018 paris;;75018
2501;23a avenuea george v;;75008
3839;ruea des saules;;75018
2500;21/23a ruea de belleville;;75019
3830;boulevard de picpus, 75012 paris;;75012
2509;23 avenue de marigny, 75008 paris;;75008
3831;27 rue du buisson saint-louis, 75010 paris;;75010
2508;3a quaia malaquais;;75006
3832;32 boulevard saint-jacques, 75014 paris;;75014
2507;rue de furstemberg, 75006 paris;;75006
3833;placea denfert rochereau;;75014
2506;33bisa ruea faidherbe;;75011
3834;ruea de l'arsenal;;75004
2505;arenesa de lutece;;75005
3835;64 rue de l'ourcq, 75019 paris;;75019
2515;53 rue de saintonge, 75003 paris;;75003
3847;2q rue d'alesia, 75014 paris;;75014
2514;quaia de bourbon;;75004
3848;18 rue la condamine, 75017 paris;;75017
2513;20 rue de la mare, 75020 paris;;75020
3849;20 rue cortot, 75018 paris;;75018
2512;9 et 11a ruea bouchut;;75015
2511;place du chancelier adenauer, 75116 paris;;75116
2510;23a ruea de clovis angle des clovis et clotilde;;75005
3840;51a avenuea montaigne;;75008
3841;14 rue des barres, 75004 paris;;75004
3842;4b avenue hoche, 75008 paris;;75008
2519;avenuea du president wilson;;75016
3843;rue cesar franck, 75015 paris;;75015
2518;15 rue ponscarme, 75013 paris;;75013
3844;2 rue turgot, 75009 paris;;75009
2517;ruea des grandes rigoles;;75018
3845;chemina ceinture du lac inferieur/b.boulogne;;75016
2516;14 avenue parmentier, 75011 paris;;75011
3846;ruea de la plaine;;75020
3860;184 rue de tolbiac, 75013 paris;;75013
2526;boulevarda des marechaux;;75017
3858;ruea georges ville;;75016
2525;placea jean paul ii;;75004
3859;148 avenue de clichy, 75017 paris;;75017
2524;20 avenue rachel, 75018 paris;;75018
2523;ruea marcellin berthelot;;75005
2522;30 rue copernic, 75116 paris;;75116
2521;2a ruea vulpian;;75013
2520;15 rue ponscarme, 75013 paris;;75013
3850;14 rue marx dormoy, 75018 paris;;75018
3851;citea internationale des arts;;75004
3852;ruea thimonnier;;75009
3853;place des fetes, 75019 paris;;75019
3854;71 rue de la fontaine au roi, 75011 paris;;75011
2529;ruea d'alsace;;75010
3855;88b avenue kleber, 75116 paris;;75116
2528;16a ruea alfred de vigny;;75008
3856;22 avenue de breteuil, 75007 paris;;75007
2527;ruea des abbesses;;75018
3857;55a ruea raynouard;;75016
3870;pont des arts, 75001 paris;;75001
3871;place marcelin berthelot, 75005 paris;;75005
2540;3a ruea de l'echiquier;;75010
1206;passage boiton, 75013 paris;;75013
2537;11 rue saint-augustin, 75002 paris;;75002
3869;ponta louis philippe;;75004
1205;rue de la pointe d'ivry, 75013 paris;;75013
2536;avenuea montaigne;;75008
1204;rue des innocents, 75001 paris;;75001
2535;place de l'hotel de ville-esplanade de la liberation, 75004 paris;;75004
1203;rue de l'esperance, 75013 paris;;75013
2534;ruea des rosiers;;75004
1202;51 boulevard auguste blanqui, 75013 paris;;75013
2533;1 rue leo delibes, 75116 paris;;75116
1201;51 boulevard auguste blanqui, 75013 paris;;75013
2532;2a placea gustave toudouze;;75009
1200;16 rue lucien sampaix, 75010 paris;;75010
2531;80a quaia de jemmapes/comptoir general;;75010
2530;5a ruea tilsitt;;75008
3861;place joffre, 75007 paris;;75007
3862;10 rue d'argenteuil, 75001 paris;;75001
3863;parvisa de notre dame;;75004
3864;6 place de la concorde, 75008 paris;;75008
3865;9 rue champollion, 75005 paris;;75005
1209;5/7a squarea chatillon;;75014
3866;35 rue leconte de lisle, 75016 paris;;75016
1208;2/24a ruea saint honore;;75008
2539;22 rue de paradis, 75010 paris;;75010
3867;place denfert-rochereau, 75014 paris;;75014
1207;station mtoa invalides;;75007
2538;1a placea du chatelet;;75001
3868;rue richer, 75009 paris;;75009
3880;236 boulevard saint-germain, 75007 paris;;75007
3881;4 rue des jardiniers, 75012 paris;;75012
3882;1 rue bausset, 75015 paris;;75015
1220;place dauphine, 75001 paris;;75001
2551;88b avenue kleber, 75116 paris;;75116
2550;2 place du trocadero et du onze novembre, 75116 paris;;75116
1217;ruea beautreillis;;75004
2548;8 place du trocadero et du onze novembre, 75116 paris;;75116
1216;42a ruea scheffer;;75016
2547;ruea des barres;;75004
1215;11a placea d'aligre;;75012
2546;33a boulevarda de la chapelle;;75018
1214;ecolea vulpian gervais corvisart;;75013
2545;42a ruea du cherche midi;;75006
1213;16a ruea de la forge royale;;75011
2544;20a ruea de la forge royale;;75011
1212;58a ruea de rennes;;75006
2543;quaia saint michel;;75005
1211;cimetiere*a de thiais;;94320
2542;ruea levert;;75020
1210;quaia d'orleans;;75004
2541;67 boulevard lannes, 75116 paris;;75116
3872;26 rue botzaris, 75019 paris;;75019
3873;place blanche, 75009 paris;;75009
3874;rue papin, 75003 paris;;75003
3875;11 rue paul strauss, 75020 paris;;75020
3876;88 rue blomet, 75015 paris;;75015
3877;14 rue bonaparte, 75006 paris;;75006
1219;quai des orfevres, 75001 paris;;75001
3878;rue des ecluses saint-martin, 75010 paris;;75010
1218;15a ruea jacques bingen;;75017
2549;72a ruea de lille;;75007
3879;130 boulevard de belleville, 75020 paris;;75020
3890;rue du buisson saint-louis, 75010 paris;;75010
3891;25 rue bouchardon, 75010 paris;;75010
3892;167 boulevard mortier, 75020 paris;;75020
3893;173 rue du faubourg poissonniere, 75009 paris;;75009
1231;111 avenue de la bourdonnais, 75007 paris;;75007
2562;place joachim du bellay, 75001 paris;;75001
1230;20 rue des annelets, 75019 paris;;75019
2561;place georges moustaki, 75005 paris;;75005
2560;5a ruea de l'exposition;;75007
1228;143a ruea saint honore/tabac brasserie l'oratoire;;75001
2559;boulevarda henri iv;;75004
1227;ruea irenee blanc;;75020
2558;2a ruea de la palestine;;75019
1226;4a ruea pierre 1er de serbie;;75016
2557;parca des buttes chaumont;;75019
1225;70a ruea de meaux;;75019
2556;16a placea denfert rochereau;;75014
1224;10a ruea de saintonge;;75003
2555;quaia d'orleans;;75001
1223;13a ruea faidherbe;;75011
2554;ruea gerando;;75009
1222;ruea de l'amiral de coligny;;75001
2553;25a ruea laurence savart;;75020
1221;13 boulevard de clichy, 75009 paris;;75009
2552;23/25a avenuea franklin roosevelt;;75008
3883;44 quai de la loire, 75019 paris;;75019
3884;14 rue du pressoir, 75020 paris;;75020
3885;7 passage saint-ambroise, 75011 paris;;75011
3886;12 villa riberolle, 75020 paris;;75020
3887;place madeleine braun, 75010 paris;;75010
3888;5a ruea du dome;;75016
3889;32 boulevard saint-jacques, 75014 paris;;75014
1229;7a ruea de pali kao;;75020
1242;82 boulevard de courcelles, 75017 paris;;75017
2573;96a ruea monge/angle rue daubenton;;75005
1241;48 rue d'orsel, 75018 paris;;75018
2572;49a ruea des petites ecuries;;75010
1240;place charles dullin, 75018 paris;;75018
2571;7a ruea sonia delaunay;;75011
2570;placea dauphine;;75001
1239;ruea andre antoine;;75018
1238;boulevarda du temple;;75004
2569;63a boulevarda des batignolles;;75017
1237;35a ruea de bievre;;75005
2568;patinoirea pailleron;;75019
1236;15a ruea poliveau;;75005
2567;27a ruea de bourgogne;;75007
1235;49a ruea ponthieu;;75008
2566;ruea et square de l'alboni;;75016
1234;21 rue de l'universite, 75007 paris;;75007
2565;ponta neuf;;75001
1233;pont des arts, 75001 paris;;75001
2564;rue eugene atget, 75013 paris;;75013
1232;22 rue de l'aqueduc, 75010 paris;;75010
2563;rue du bourg l'abbe, 75003 paris;;75003
3894;placea andre honnorat;;75006
3895;8 place charles dullin, 75018 paris;;75018
3896;167 avenue jean jaures, 75019 paris;;75019
3897;rue fabert, 75007 paris;;75007
3898;pont mirabeau, 75015 paris;;75015
3899;23 rue du general brunet, 75019 paris;;75019
1253;12 rue malebranche, 75005 paris;;75005
2584;28 boulevard de menilmontant, 75020 paris;;75020
1252;route du ruisseau, 75012 paris;;75012
2583;rue thimonnier, 75009 paris;;75009
1251;avenue du tremblay, 75012 paris;;75012
2582;avenue reille, 75014 paris;;75014
1250;avenuea foch;;75016
2581;place henri langlois, 75013 paris;;75013
2580;1a ruea de chazelles;;75017
1249;ponta saint michel;;75004
1248;11 passage hebrard, 75010 paris;;75010
2579;ruea saint rustique;;75018
1247;4a boulevarda du palais/palais de justice;;75001
2578;14a ruea de trevise/theatre de trevise;;75009
1246;ruea raynouard/r de l'annonciation (angle);;75016
2577;34a ruea de la montagne sainte genevieve;;75005
1245;placea des fetes;;75019
2576;ruea jean baptiste pigalle;;75009
1244;15a avenuea felix d'herelle/tennis club de paris;;75016
2575;39 rue de dunkerque, 75010 paris;;75010
1243;esplanade renee lebas, 75011 paris;;75011
2574;34 rue bayen, 75017 paris;;75017
1264;92a ruea d'assas;;75006
2595;sallea de boxe buffault;;75009
1263;24a avenuea d'eylau;;75016
2594;9 rue gerando, 75009 paris;;75009
1262;avenuea hoche;;75008
2593;57 rue berthe, 75018 paris;;75018
1261;avenuea de lowendal;;75007
2592;rue dancourt, 75018 paris;;75018
1260;6a ruea pierre fontaine;;75009
2591;27 avenue trudaine, 75009 paris;;75009
2590;47 rue rodier, 75009 paris;;75009
1259;placea de la republique;;75010
1258;ruea fabert;;75007
2589;6bisa passagea de la fonderie;;75011
1257;ruea de turbigo/rue du temple (croisement);;75003
2588;23a ruea taitbout;;75009
1256;12a placea saint augustin;;75008
2587;ruea emile gilbert;;75012
1255;16 rue marguerite duras, 75013 paris;;75013
2586;ruea vieuville;;75018
1254;27 avenue des champs elysees, 75008 paris;;75008
2585;rue du general camou, 75007 paris;;75007
1275;124 rue de tolbiac, 75013 paris;;75013
1274;3 rue des gatines, 75020 paris;;75020
1273;9 rue louis david, 75116 paris;;75116
1272;12 rue biot, 75017 paris;;75017
1271;10 place de budapest, 75009 paris;;75009
1270;1 rue jose-maria de heredia, 75007 paris;;75007
1269;rue de harlay, 75001 paris;;75001
1268;4 rue mornay, 75004 paris;;75004
2599;64a ruea monceau;;75008
1267;34 rue levert, 75020 paris;;75020
2598;placea d'anvers;;75009
1266;58a boulevarda murat;;75016
2597;1a placea du palais royal;;75001
1265;4a ruea pasquier;;75008
2596;54a ruea de la tour maubourg;;75007
1286;60a ruea de turenne;;75003
1285;place de l'opera, 75009 paris;;75009
1284;placea de la porte de montreuil;;75020
1283;46 boulevard de la bastille, 75012 paris;;75012
1282;55a quaia de bourbon;;75004
1281;rue jean du bellay, 75004 paris;;75004
1280;rue christine, 75006 paris;;75006
1279;9 boulevard des italiens, 75002 paris;;75002
1278;10 rue la vacquerie, 75011 paris;;75011
1277;quai des orfevres, 75001 paris;;75001
1276;12 rue cantagrel, 75013 paris;;75013
1297;rue francois miron, 75004 paris;;75004
1296;70a avenuea de breteuil;;75007
1295;56 rue raffet, 75016 paris;;75016
1294;2a ruea du cloitre notre dame;;75004
1293;5 rue eble, 75007 paris;;75007
1292;84a avenuea de suffren;;75015
1291;82 avenue georges lafont, 75016 paris;;75016
1290;46a ruea saint jacques;;75005
1289;1 place de l'estrapade, 75005 paris;;75005
1288;placea de la concorde;;75008
1287;18 rue des fosses saint-jacques, 75005 paris;;75005
1299;avenue de la porte de vincennes, 75012 paris;;75012
1298;ruea du faubourg saint martin/chateau d'eau;;75010
8700;rue de l'echaude, 75006 paris;;75006
400;97 boulevard murat, 75016 paris;;75016
401;27 rue du buisson saint-louis, 75010 paris;;75010
402;7 rue darboy, 75011 paris;;75011
403;rue des nonnains d'hyeres, 75004 paris;;75004
404;41 avenue de saint-mande, 75012 paris;;75012
405;avenue des nations unies, 75116 paris;;75116
406;68a boulevarda picpus;;75012
407;place du pantheon, 75005 paris;;75005
408;parca de bercy;;75012
409;2 rue montalembert, 75007 paris;;75007
8710;5a boulevarda des italiens;;75002
8711;80 rue julien lacroix, 75020 paris;;75020
8709;ruea de l'abreuvoir;;75018
410;64a avenuea de new york;;75016
411;place baudoyer, 75004 paris;;75004
412;place de la concorde, 75008 paris;;75008
413;10 rue du docteur blanche, 75016 paris;;75016
414;place du general catroux, 75017 paris;;75017
415;87 rue de buzenval, 75020 paris;;75020
8703;254/256a ruea saint honore;;75001
416;1 rue botzaris, 75019 paris;;75019
8704;placea de la reunion;;75020
417;4 impasse des pretres, 75116 paris;;75116
8701;ruea des abbesses;;75018
418;route de ceinture du lac daumesnil, 75012 paris;;75012
8702;ruea de sevres/velpeau;;75007
419;13 rue des sablons, 75116 paris;;75116
8707;squarea de l'alboni;;75016
8708;17 au 35a quaia voltaire;;75007
8705;placea de la concorde;;75008
8706;passagea securite;;75015
8721;portea de clichy/sous le peripherique;;75017
8722;53a avenuea des terroirs/musee des arts forains;;75012
8720;placea des fetes;;75019
420;17 avenue d'ivry, 75013 paris;;75013
421;2 place baudoyer, 75004 paris;;75004
422;3 rue fleury, 75018 paris;;75018
423;place de varsovie, 75116 paris;;75116
424;marche*a beauvau;;75012
425;rue de beaujolais, 75001 paris;;75001
426;4a ruea des belles feuilles;;75016
8714;80a boulevarda de rochechouart;;75018
427;pont des arts, 75001 paris;;75001
8715;ruea las cases;;75007
428;placea de fontenoy;;75007
8712;14 avenue parmentier, 75011 paris;;75011
429;place louise blanquart, 75018 paris;;75018
8713;rue elsa morante, 75013 paris;;75013
8718;bois*a de boulogne;;75016
8719;placea charles de gaulle/av.kleber/marceau;;75016
8716;jardin*a du trocadero;;75016
8717;63a ruea des batignolles;;75008
7400;57 rue berthe, 75018 paris;;75018
8732;ruea emile zola;;75015
8733;25a ruea du mail;;75002
7402;26 rue du mont cenis, 75018 paris;;75018
8730;rue des cinq diamants, 75013 paris;;75013
7401;23a ruea benjamin franklin;;75016
8731;rue de l'esperance, 75013 paris;;75013
430;placea de la bastille;;75004
431;1 rue du jourdain, 75020 paris;;75020
432;avenuea gustave eiffel;;75007
433;28 rue de l'abbe gregoire, 75006 paris;;75006
434;avenuea trudaine;;75009
435;place du guignier, 75020 paris;;75020
436;14a placea dauphine;;75001
437;15 rue de poitou, 75003 paris;;75003
8725;3a quaia louis bleriot;;75016
438;21/33/37a boulevarda de clichy;;75018
8726;squarea de la place de la reunion;;75020
439;quai saint-bernard, 75005 paris;;75005
8723;70a boulevarda serrurier;;75019
8724;21a ruea du retrait;;75020
8729;rue buot, 75013 paris;;75013
8727;128a avenuea mozart;;75016
8728;rue buot, 75013 paris;;75013
8740;9a ruea froidevaux;;75014
7411;100 rue mouffetard, 75005 paris;;75005
8743;11b rue d'auteuil, 75016 paris;;75016
7410;16a placea de clichy;;75009
8744;rue sivel, 75014 paris;;75014
7413;ruea des ursins;;75004
8741;ruea greuze;;75016
7412;15a quaia des grands augustins;;75006
8742;199 rue du chevaleret, 75013 paris;;75013
440;ruea de lutece;;75004
441;place de l'opera, 75009 paris;;75009
442;64a boulevarda de menilmontant;;75020
443;rue bichat, 75010 paris;;75010
444;11 quai de la gironde, 75019 paris;;75019
445;rue saint-dominique, 75007 paris;;75007
446;place louis lepine, 75004 paris;;75004
447;route de la vierge aux berceaux, 75016 paris;;75016
448;rue de buzenval, 75020 paris;;75020
7404;47a avenuea des gobelins;;75013
8736;70a avenuea de breteuil;;75007
449;46 quai de la loire, 75019 paris;;75019
7403;rue fenelon, 75010 paris;;75010
8737;boulevard de sebastopol, 75001 paris;;75001
7406;100 avenue de saint-mande, 75012 paris;;75012
8734;12a placea du pantheon;;75005
7405;route de ceinture du lac daumesnil, 75012 paris;;75012
8735;38a ruea falguiere;;75015
7408;rue de sully, 75004 paris;;75004
7407;70a avenuea de breteuil;;75007
8738;35a ruea leon;;75018
7409;promenadea eric tabarly face au 70 quai de la loire;;75019
8739;5a ruea de la cite;;75004
8750;124 avenue du general leclerc, 75014 paris;;75014
8751;23 rue de seine, 75006 paris;;75006
7420;place jacques bainville, 75007 paris;;75007
7422;35 avenue des ternes, 75017 paris;;75017
8754;rue du chat qui peche, 75005 paris;;75005
7421;101a avenuea de la republique/lycee voltaire;;75011
8755;rue nungesser et coli, 75016 paris;;75016
7424;ponta de bir hakeim;;75015
8752;35 rue pierre fontaine, 75009 paris;;75009
7423;19 avenue kleber, 75116 paris;;75116
8753;18 rue jean et marie moinon, 75010 paris;;75010
450;quai saint-exupery, 75016 paris;;75016
451;15 rue mazarine, 75006 paris;;75006
452;avenuea de la motte picquet;;75007
453;11 rue de l'ourcq, 75019 paris;;75019
454;34a ruea dulong;;75017
455;rue des orfevres, 75001 paris;;75001
456;ruea de montpensier;;75001
457;rue compans, 75019 paris;;75019
458;ruea vicsconti;;75006
459;32 rue de lyon, 75012 paris;;75012
7415;ponta bir hakeim;;75015
8747;164 avenue jean jaures, 75019 paris;;75019
7414;3 rue de bearn, 75003 paris;;75003
8748;ruea milton;;75009
7417;place vauban, 75007 paris;;75007
8745;23b rue de dunkerque, 75010 paris;;75010
7416;74a ruea dunois;;75013
8746;13 rue des frigos, 75013 paris;;75013
7419;30 avenue trudaine, 75009 paris;;75009
7418;avenuea du president wilson;;75016
8749;2a placea des ternes;;75017
8761;ruea du faubourg saint denis;;75018
8762;boulevarda de clichy et promenade jacques canetti;;75018
6100;rue amelot, 75011 paris;;75011
7431;28 boulevard de menilmontant, 75020 paris;;75020
7430;squarea sainte croix de la bretonnerie;;75004
8760;98a ruea ordener;;75018
6102;ponta saint louis;;75004
7433;35 boulevard de courcelles, 75008 paris;;75008
8765;ruea turgot/condorcet;;75009
6101;avenuea junot;;75018
7432;passage de la canopee, 75001 paris;;75001
8766;terrain*a na1/30 rue louis lumiere;;75020
6104;1a ruea bois le vent;;75016
7435;rue de lorraine, 75019 paris;;75019
8763;1 place charles dullin, 75018 paris;;75018
6103;17 place des etats-unis, 75116 paris;;75116
7434;57 rue berthe, 75018 paris;;75018
8764;placea constantin pecqueur;;75018
460;12a ruea du renard;;75004
461;262b rue des pyrenees, 75020 paris;;75020
462;5a ruea de chaillot/cabinet d'avocats;;75016
463;145 boulevard serurier, 75019 paris;;75019
464;foirea du trone;;75012
465;38 avenue simon bolivar, 75019 paris;;75019
466;quaia de la megisserie;;75001
467;rue maison dieu, 75014 paris;;75014
468;224a ruea saint denis;;75002
469;rue des orfevres, 75001 paris;;75001
7426;88 quai de valmy, 75010 paris;;75010
8758;placea henri bergson;;75008
7425;24 avenue mac-mahon, 75017 paris;;75017
8759;7/9a ruea dareau;;75014
7428;36 rue brey, 75017 paris;;75017
8756;avenue de gravelle, 75012 paris;;75012
7427;ponta de bir hakeim;;75015
8757;100 avenue de saint-mande, 75012 paris;;75012
7429;22 rue emeriau, 75015 paris;;75015
7440;20a ruea lafayette;;75009
8772;17a quaia d'anjou/hotel de lauzun;;75004
8773;68bisa boulevarda de courcelles;;75017
6111;33a ruea dulong;;75017
7442;place raoul follereau, 75010 paris;;75010
8770;portea des lilas/metro;;75020
6110;ruea chanoinesse;;75004
7441;place georges mulot, 75015 paris;;75015
8771;ruea constantine;;75007
6113;6a ruea thomas mann/universite de chicago;;75013
7444;63 rue de monceau, 75008 paris;;75008
8776;pont d'iena, 75007 paris;;75007
6112;10 rue soleillet, 75020 paris;;75020
7443;ruea et pont de crimee;;75019
8777;placea rhin et danube;;75019
6115;72 rue lamarck, 75018 paris;;75018
7446;ruea de l'arsenal;;75004
8774;rue de l'alboni, 75016 paris;;75016
6114;quaia francois mitterrand;;75001
7445;quaia voltaire;;75007
8775;place de l'opera, 75009 paris;;75009
470;188a boulevarda saint germain;;75007
471;avenue de la grotte, 75019 paris;;75019
472;ruea eugene atget;;75013
473;rue turgot, 75009 paris;;75009
474;ruea abel gance;;75013
475;19 boulevard de vaugirard, 75015 paris;;75015
476;71a quaia de seine;;75019
477;14 rue beranger, 75003 paris;;75003
478;galerie de montpensier, 75001 paris;;75001
479;17 rue des barres, 75004 paris;;75004
6106;2 rue sorbier, 75020 paris;;75020
7437;40a ruea notre dame des victoires;;75002
8769;squarea jehan rictus;;75018
6105;100 avenue de la republique, 75011 paris;;75011
7436;60 rue notre-dame de lorette, 75009 paris;;75009
6108;placea saint sulpice;;75006
7439;quai de valmy, 75010 paris;;75010
8767;ruea saint yves;;75014
6107;ruea soufflot;;75005
7438;rue palatine, 75006 paris;;75006
8768;ruea de la bourse;;75002
6109;avenue de france, 75013 paris;;75013
6120;7a ruea de jouy;;75004
7451;127a ruea de grenelle;;75007
8783;15a ruea poliveau;;75005
7450;rue de l'alboni, 75016 paris;;75016
8784;65a ruea mouffetard;;75005
6122;24 rue delambre, 75014 paris;;75014
7453;6 rue de marignan, 75008 paris;;75008
8781;16a placea denfert rochereau;;75014
6121;1 avenue carnot, 75017 paris;;75017
7452;ruea d'alsace;;75010
8782;23a ruea des petits champs;;75001
6124;53 rue de rochechouart, 75009 paris;;75009
7455;ponta d'austerlitz;;75013
8787;22 rue d'aumale, 75009 paris;;75009
6123;ruea des fosses saint jacques;;75005
7454;escaliera rue du rocher;;75008
8788;11 rue roger, 75014 paris;;75014
6126;1 rue daru, 75008 paris;;75008
7457;27a boulevarda jourdan;;75014
8785;15/17a ruea malebranche;;75005
6125;avenue de france, 75013 paris;;75013
7456;3 rue christophe colomb, 75008 paris;;75008
8786;ile de bercy, 75012 paris;;75012
480;14 boulevard de strasbourg, 75010 paris;;75010
481;15 rue de palestro, 75002 paris;;75002
8780;squarea de clignancourt;;75018
482;rue de nesle, 75006 paris;;75006
483;203 rue de charenton, 75012 paris;;75012
484;64 rue louis blanc, 75010 paris;;75010
485;pont des arts, 75001 paris;;75001
486;1 place maurice barres, 75001 paris;;75001
487;5 rue de chantilly, 75009 paris;;75009
488;13 rue malebranche, 75005 paris;;75005
489;place ferdinand brunot, 75014 paris;;75014
6117;hotela dieu;;75004
7448;16a ruea demarquay;;75010
6116;pont de bir-hakeim, 75016 paris;;75016
7447;rue delambre, 75014 paris;;75014
6119;45 rue de la folie-mericourt, 75011 paris;;75011
8778;ruea de constantine;;75007
6118;passage de la petite boucherie, 75006 paris;;75006
7449;6a ruea saint maur;;75011
8779;234a ruea de rivoli;;75001
6131;ruea de palestine;;75020
7462;12/24a ruea de la goutte d'or;;75018
8794;rue julien lacroix, 75020 paris;;75020
6130;avenue de flandre, 75019 paris;;75019
7461;11 place du general catroux, 75017 paris;;75017
8795;3 rue de castiglione, 75001 paris;;75001
6133;7 rue botzaris, 75019 paris;;75019
7464;50 quai des orfevres, 75001 paris;;75001
8792;rue jouye-rouve, 75020 paris;;75020
6132;149 rue saint-honore, 75001 paris;;75001
7463;ruea copernic;;75016
8793;14 avenue richerand, 75010 paris;;75010
6135;71 rue des rondeaux, 75020 paris;;75020
7466;5a ruea des irlandais;;75005
8798;34a ruea richer;;75009
6134;avenuea de tourville;;75007
7465;placea des fetes;;75019
8799;19a ruea de palestro;;75002
6137;16a placea denfert rochereau;;75014
7468;ruea massenet;;75016
8796;placea marcel ayme;;75018
6136;rue bernard palissy, 75006 paris;;75006
7467;41 avenue de saint-mande, 75012 paris;;75012
8797;avenuea carnot;;75017
490;6 rue pierre mouillard, 75020 paris;;75020
491;9 avenue hoche, 75008 paris;;75008
8790;35 rue etienne dolet, 75020 paris;;75020
492;46 boulevard de la villette, 75019 paris;;75019
8791;place de la republique dominicaine, 75017 paris;;75017
493;parvis notre-dame place jean-paul ii, 75004 paris;;75004
7460;2a boulevarda barbes;;75018
494;passage des recollets, 75010 paris;;75010
495;23 rue jean-pierre timbaud, 75011 paris;;75011
496;parvis rosa parks, 75019 paris;;75019
497;16 place denfert-rochereau, 75014 paris;;75014
498;placea de la porte maillot;;75017
499;place jacques rouche, 75009 paris;;75009
6128;boulevard peripherique, 75014 paris;;75014
7459;place de la republique, 75011 paris;;75011
6127;111 rue de grenelle, 75007 paris;;75007
7458;7 rue jean menans, 75019 paris;;75019
8789;22 rue guillaume apollinaire, 75006 paris;;75006
6129;26 avenue des ternes, 75017 paris;;75017
6142;rue samson, 75013 paris;;75013
7473;3a placea saint thomas d'aquin;;75007
6141;ruea des fosses saint jacques;;75005
7472;81 rue de turenne, 75003 paris;;75003
6144;118a ruea mouffetard;;75005
7475;5 rue de la paix, 75002 paris;;75002
6143;38bisa ruea fabert;;75007
7474;3 rue leon vaudoyer, 75007 paris;;75007
6146;6a ruea fontaine;;75009
7477;place louis baillot, 75018 paris;;75018
6145;12 avenue trudaine, 75009 paris;;75009
7476;ruea eugene poubelole/quai louis bleriot;;75016
6148;pont d'iena, 75007 paris;;75007
7479;133a ruea du mont cenis;;75018
6147;avenuea raphael;;75016
7478;avenue du president wilson, 75116 paris;;75116
6140;boulevarda saint germain (angle rue bonaparte);;75006
7471;rue de la manutention, 75116 paris;;75116
7470;23a avenuea cesar palace;;75015
6139;rue de la butte aux cailles, 75013 paris;;75013
6138;57 rue berthe, 75018 paris;;75018
7469;centrea sportif place des fetes;;75019
6153;avenue de gravelle, 75012 paris;;75012
7484;186 rue du faubourg saint-antoine, 75012 paris;;75012
6152;rue des cinq diamants, 75013 paris;;75013
7483;port debilly, 75116 paris;;75116
6155;rue jonas, 75013 paris;;75013
7486;58 rue de bassano, 75008 paris;;75008
6154;quai des celestins, 75004 paris;;75004
7485;33 boulevard de clichy, 75009 paris;;75009
6157;2 avenue du colonel bonnet, 75016 paris;;75016
7488;34 boulevard pereire, 75017 paris;;75017
6156;avenue courteline, 75012 paris;;75012
7487;port des champs elysees, 75008 paris;;75008
6159;squarea tolstoi;;75016
6158;place joachim du bellay, 75001 paris;;75001
