id;titre;annee;genre;auteur;lieu;note
8707;bienvenue au gondwana;2016;7;560;8707;5.2
7859;alice nevers e112-113 additif;;;0;7859;-1.0
8705;the escape;2017;1;1747;8705;5.9
6529;barbaque;2021;7;1682;6529;-1.0
5690;l'echappee;1996;7;0;5690;4.8
7870;engrenages saison 8;;;0;7870;-1.0
7872;les meilleures;2020;;135;7872;-1.0
7875;alice nevers;;;1817;7875;-1.0
3031;ad vitam;2018;11;308;3031;6.4
8715;100 % coco;2017;1;1607;8715;4.7
8713;h24;2020;1;1675;8713;4.9
8718;alibi.com;2017;7;0;8718;6.5
8719;sous le meme toit;2017;7;972;8719;5.3
7869;de l'or pour les chiens;;;1227;7869;-1.0
5221;les vetos;;;526;5221;-1.0
7884;the good place;2020;7;536;7884;8.2
7883;alice in paris - saison 3;;;1016;7883;-1.0
7886;grand'maison tokyo;;;277;7886;-1.0
7885;skam saison 3 et 4 semaine 2 sur 8;;;0;7885;-1.0
6554;le lion;2020;7;0;6554;5.3
431;je vais mieux;;;661;431;-1.0
433;chroniques parisiennes 2;;;0;433;-1.0
8725;leo mattei/n°13 et 14;;;459;8725;-1.0
6546;skam saison 5 et 6 semaine 6 sur 9;;;0;6546;-1.0
7876;skam saison 3 et 4 semaine 2 sur 8;;;0;7876;-1.0
5699;dix pour cent - saison 3;;;0;5699;-1.0
8724;juste un regard;2017;10;162;8724;6.4
4382;l'amour qu'il nous faut;;;969;4382;-1.0
7895;baron noir / deuxieme bloc;;;0;7895;-1.0
5232;profilage 79 et 80;;;1257;5232;-1.0
8744;paris police 1900;2021;11;550;8744;7.0
7413;on the french riviera;2019;3;524;7413;-1.0
3048;find me in paris - paris opera saison 2 (lena reve d'etoiles);;;730;3048;-1.0
8736;la nuit a devore le monde;;;1830;8736;-1.0
7888;deux moi;;;0;7888;-1.0
8737;stella est amoureuse;;;0;8737;-1.0
7403;arsene lupin;1916;11;104;7403;6.5
449;martin sexe faible;2015;7;1555;449;6.6
8734;lumiere amoureuse;;;588;8734;-1.0
7405;clem;2010;7;0;7405;6.0
8738;la sage femme;;;1544;8738;-1.0
8750;dix pour cent - saison 4;;;1292;8750;-1.0
8751;section de recherche 162-163 cross over;;;0;8751;-1.0
8754;true story;2015;8;603;8754;6.3
6577;ala vaikunthapurramlo;;;773;6577;-1.0
8753;belle belle belle;2020;7;382;8753;-1.0
7415;kantor;2020;1;612;7415;-1.0
7899;dynasty;2017;1;499;7899;7.3
8748;daniel;2019;1;528;8748;7.8
5237;rodin;2017;8;1024;5237;4.9
7898;riviere rouge;1996;1;1354;7898;7.4
8745;la fugue;2013;15;0;8745;6.7
8746;astrid et raphaelle;2019;11;0;8746;7.8
5239;fugueuse - semaine 4 sur 12;;;0;5239;-1.0
8760;jeune femme;1983;;696;8760;4.8
8765;embrasse moi;2016;7;1635;8765;6.4
5254;le mensonge;2020;8;1471;5254;7.3
8766;les filles de reims;;;970;8766;-1.0
8763;envole moi;;;150;8763;-1.0
7434;adieu monsieur haffmann;2021;1;0;7434;-1.0
3072;profilage episodes 99/100;;;0;3072;-1.0
8758;le bureau des legendes/saison 2 n°1 a 8;;;278;8758;-1.0
8759;maman a tort;1984;15;1490;8759;-1.0
8757;family business s2;;;0;8757;-1.0
7427;rock on 2;2016;1;1002;7427;5.0
8772;nos annees folles;;;215;8772;-1.0
8773;iris/ex chaos;;;0;8773;-1.0
8770;bras ouverts;;;133;8770;-1.0
6595;un fils parfait;;;467;6595;-1.0
7441;j'accuse;1919;1;376;7441;7.7
8771;la douleur;1925;;1833;8771;-1.0
8776;production 46;;;0;8776;-1.0
8777;just divorced;2014;7;1006;8777;-1.0
5266;le prince oublie;2020;15;559;5266;-1.0
8774;on sourit pour la photo;;;1508;8774;-1.0
3088;femme enfant;2016;19;685;3088;-1.0
5260;cleo, melvil et moi;;;1157;5260;-1.0
6106;andy;2019;7;1374;6106;5.0
8769;stay with me;2011;15;1263;8769;7.4
5258;c'est quoi cette famille?! 2;;;1205;5258;-1.0
8767;le rire de ma mere;2017;1;649;8767;6.2
7438;the thunder;2019;1;0;7438;7.4
7450;un homme parfait;;;352;7450;-1.0
8300;stars 80 la suite;2017;7;715;8300;3.5
8781;munch;2016;11;1858;8781;7.6
5274;toi, toi, mon toit;;;1181;5274;-1.0
8782;le bureau des legendes/saison 2;;;0;8782;-1.0
8787;josephine ange gardien 112/113;;;0;8787;-1.0
5276;le sel des larmes;;;0;5276;-1.0
8788;your honor;2021;11;404;8788;7.6
8785;h4-93;;;1755;8785;-1.0
8786;le tresor du petit nicolas;;;1438;8786;-1.0
8780;alice nevers, le juge est une femme/84 et 85;;;6;8780;-1.0
7447;musique de chambre;2012;15;0;7447;7.3
6116;a night in paris with pauline ranvier;;;777;6116;-1.0
7449;mere et fille;2016;7;1639;7449;6.2
8794;la daronne;;;1718;8794;-1.0
8310;down in paris;2021;1;767;8310;-1.0
8795;pour sarah;;;0;8795;-1.0
8311;reportage pour l'aed;;;991;8311;-1.0
7464;en therapie;2021;1;1875;7464;8.3
8793;belle fille;2020;7;1367;8793;5.3
8798;ma pire angoisse;2014;7;1507;8798;7.3
8799;clem/saison 7;;;114;8799;-1.0
8312;vous n'aurez pas ma haine;;;516;8312;-1.0
8313;nadia;1984;1;1218;8313;7.2
8790;supremes;2011;20;0;8790;8.9
8791;french exit;2020;7;325;8791;6.5
7458;mdr / maison de retraite;;;813;7458;-1.0
8789;tout s'est bien passe;2010;14;0;8789;-1.0
5295;mystere au louvre;;;0;5295;-1.0
8326;plan b;2009;7;0;8326;7.0
7478;je te veux, moi non plus;2021;7;351;7478;4.2
7471;honneur d'une femme;;;159;7471;-1.0
8319;une femme d'exception;;;847;8319;-1.0
8316;harwood;2018;14;618;8316;-1.0
8332;war machine;2017;7;1335;8332;6.0
7002;profilage 88/89;;;96;7002;-1.0
7488;plan coeur s3;;;0;7488;-1.0
8336;emma;1996;7;1378;8336;6.6
7480;tazzeka;2018;7;296;7480;6.6
7495;chroniques parisiennes 3;;;0;7495;-1.0
6163;shadowhunters;2019;10;1079;6163;6.6
7012;zone franche;1996;;1192;7012;6.1
7498;la femme la plus assassinee du monde;;;1131;7498;-1.0
8345;leo mattei/14 et 15;;;0;8345;-1.0
8346;engrenages saison 6/n° 7 a 12;;;917;8346;-1.0
8339;fractal;2020;1;656;8339;4.9
6175;merci mais non merci - episode 1;;;1711;6175;-1.0
8355;veneration;2016;15;709;8355;-1.0
8358;une fleur a la bouche;;;1624;8358;-1.0
6178;quand tu danses;;;856;6178;-1.0
7027;ni une ni deux;2011;15;0;7027;-1.0
8351;corporate;2020;7;995;8351;7.7
6172;dans la gueule du requin (exfiltres);;;206;6172;-1.0
1719;profilage episodes 83 et 84;;;608;1719;-1.0
7033;manuel d'escroqueries franco-chinoise;;;1345;7033;-1.0
7032;munch  saison 2;;;0;7032;-1.0
8364;marvin;2010;19;73;8364;8.3
8368;the way;2010;0;248;8368;7.4
6184;profilage episodes 101/102;;;0;6184;-1.0
8376;mon poussin;2015;7;1426;8376;-1.0
8375;engrenages/saison 6/n° 1 a 6;;;1659;8375;-1.0
8378;bitter flowers;2017;1;1387;8378;7.0
8379;prime lolywood - une nuit infernale;;;0;8379;-1.0
6190;la belle epoque;2020;14;0;6190;-1.0
8372;family business saison 2;;;99;8372;-1.0
8373;vous les femmes;2007;7;357;8373;7.2
6195;alice in paris;2015;;0;6195;-1.0
8370;petite lecon d'amour;;;1704;8370;-1.0
1735;versus;2000;10;1276;1735;6.4
8387;au-dessus des nuages;2001;7;475;8387;6.5
7054;eglandine;;;1308;7054;-1.0
8388;coma idyllique;;;0;8388;-1.0
8386;in america;2002;1;74;8386;7.7
8380;je te promets;2021;;1441;8380;5.1
7051;munch saison 2;;;0;7051;-1.0
8384;120 battements par minute;;;491;8384;-1.0
8381;arsene lupin;1916;11;299;8381;6.5
7066;tu vivras ma fille;2018;1;1716;7066;6.2
8395;raid dingue;;;0;8395;-1.0
1753;benefits, wellness, travel around the ayurveda in kerala;;;758;1753;-1.0
1751;zone franche;1996;;0;1751;6.1
2604;la petite solange;;;399;2604;-1.0
7077;palmashow 4;;;1710;7077;-1.0
7080;damien s'engage;;;1169;7080;-1.0
7084;un triomphe;2000;;1242;7084;-1.0
3951;valerian orange;;;1219;3951;-1.0
1792;la boite noire;2006;14;0;1792;-1.0
2636;les charpentiers de babel;;;1529;2636;-1.0
1303;faites des gosses saison 1 - episode 1 a 4;;;0;1303;-1.0
1782;sam s4;;;0;1782;-1.0
4810;les sports insolites;;;1217;4810;-1.0
1797;josephine ange gardien episode 108-109;;;0;1797;-1.0
4820;tralala;2004;21;1795;4820;5.4
2657;viajando a trabalho;;;1454;2657;-1.0
3984;patrick;1978;1;1371;3984;6.1
3987;tu prefereres;;;901;3987;-1.0
908;double enjeux;;;430;908;-1.0
2667;modern family 11;;;658;2667;-1.0
3510;2fils (2eme partie);;;0;3510;-1.0
4840;banlieusards;;;1565;4840;-1.0
3995;scenes de menage 9 prime;;;684;3995;-1.0
913;skam saison 5 et 6 semaine 1 sur 9;;;0;913;-1.0
4843;les plus belles annees;;;0;4843;-1.0
3999;c'est la vie;2017;7;746;3999;6.9
917;alice nevers e112-113;;;514;917;-1.0
2674;il ou elle;;;1605;2674;-1.0
3529;dans la brume;;;0;3529;-1.0
931;la vie absurde;2019;7;1802;931;-1.0
5713;access saison 1;;;1273;5713;-1.0
3543;sense8 (additif);;;0;3543;-1.0
7903;villa caprice;2020;1;1419;7903;5.7
948;6d production;;;1453;948;-1.0
7902;god friended me;2020;7;889;7902;6.9
5732;la belle et la belle;;;1286;5732;-1.0
4887;le monde de bobby;;;801;4887;-1.0
4889;en corps;2002;15;1134;4889;-1.0
5737;l'enfant roi;1980;;1591;5737;-1.0
5750;nicky larson;;;1264;5750;-1.0
3574;chroniques parisiennes 10;;;0;3574;-1.0
2241;une petite histoire de parc...;;;768;2241;-1.0
3571;surrogate partner therapy;;;1558;3571;-1.0
4419;lola et ses freres;;;370;4419;-1.0
7921;munch saison 3;;;876;7921;-1.0
5744;le legiste;;;0;5744;-1.0
7925;l'art du crime saison 3;;;0;7925;-1.0
7927;la piece rapportee;2017;15;1003;7927;-1.0
7941;chanson douce;;;740;7941;-1.0
7939;la beaute du geste;2004;14;949;7939;-1.0
1399;remember me;2010;1;858;1399;7.1
2245;merci de ne pas toucher;;;500;2245;-1.0
975;le bureau des legendes;;;1761;975;-1.0
7933;c'est quoi cette famille?! 2;;;0;7933;-1.0
4426;playlist;2006;14;37;4426;-1.0
7938;les optimistes;;;569;7938;-1.0
6607;espadrilles;;;542;6607;-1.0
5759;especes menacees;;;760;5759;-1.0
6606;enchantees;1947;14;1183;6606;-1.0
7937;mon cousin;2005;15;1096;7937;7.1
7951;osmosis;2019;6;288;7951;5.9
982;vidocq;2001;10;512;982;6.5
3589;chroniques parisiennes 11;;;0;3589;-1.0
3588;les vieux fourneaux;;;580;3588;-1.0
4433;un dejeuner d'amis;;;438;4433;-1.0
6611;the 15:17 to paris;2018;8;187;6611;5.3
7945;j'irai mourir dans les carpates;2020;7;792;7945;6.2
6613;the collection;2012;12;1244;6613;6.1
5768;l'art du crime saison 2;;;0;5768;-1.0
7949;je suis karl;2021;1;1575;7949;5.1
7961;docteur ?;2019;7;70;7961;6.4
8810;le redoutable;;;0;8810;-1.0
7963;paris brest;2020;7;1365;7963;6.4
8808;blockbuster;2013;7;1012;8808;3.5
3598;maya;1993;1;105;3598;5.4
8802;carbone;2018;;72;8802;-1.0
8801;la melodie;2017;7;728;8801;6.5
7955;ibrahim;2020;1;461;7955;5.1
6627;lucky;2017;7;538;6627;7.4
8804;love locks;2017;6;875;8804;6.5
8805;les beaux malaises;2014;7;1556;8805;8.0
6628;mes tresors;;;1036;6628;-1.0
8821;l'embarras du choix;1972;;222;8821;-1.0
6640;l'art du crime;2017;11;907;6640;7.0
3134;temps-mort;2009;1;0;3134;7.9
8819;platane saison 3;;;954;8819;-1.0
8813;goliath;2016;1;0;8813;8.2
8811;rumba la vie;;;1859;8811;-1.0
7967;30 coins;2020;1;793;7967;7.2
8812;les amours d anais;;;1194;8812;-1.0
7969;modern family - saison 11 - finale;;;0;7969;-1.0
8815;comment je suis devenu super heros;;;769;8815;-1.0
7981;si paris n'etait pas joyeux;;;1646;7981;-1.0
7983;chroniques parisiennes 14;;;0;7983;-1.0
8832;quand sort la recluse;;;1270;8832;-1.0
4475;clem saison 11;;;0;4475;-1.0
8830;les olympiades;;;0;8830;-1.0
7984;numero une;;;1808;7984;-1.0
3139;gm6;;;188;3139;-1.0
8825;les carnivores;;;988;8825;-1.0
7975;eva;2011;1;0;7975;6.7
8822;django melodies;;;498;8822;-1.0
7978;barbara;2012;1;1318;7978;7.1
8823;gc5;;;232;8823;-1.0
8829;arsene lupin;1916;11;455;8829;6.5
6648;premiere annee ajout re-tournage;;;1701;6648;-1.0
8826;ca c'est la famille;;;647;8826;-1.0
8827;10%/saison 2;;;0;8827;-1.0
7990;la mante;2017;11;0;7990;7.4
8843;nona et ses filles;2021;;0;8843;-1.0
7993;chroniques parisiennes 4;;;0;7993;-1.0
6662;petite fleur;2020;;1156;6662;-1.0
8840;dalida;2016;8;0;8840;6.9
6665;lolywood - dans tes reves le sport;;;0;6665;-1.0
8841;plonger;1942;14;589;8841;-1.0
7995;big bang;2007;10;837;7995;6.7
3156;celle que vous croyez;2019;1;234;3156;6.9
8835;lebowitz contre lebowitz/9 a 12;;;898;8835;-1.0
6656;les dents pipi au lit;;;0;6656;-1.0
8836;cherchez la femme;1986;25;843;8836;-1.0
8833;interview educateur canin;;;0;8833;-1.0
7504;le temps des egares;;;0;7504;-1.0
8834;la bete curieuse;;;1849;8834;-1.0
7988;heroine(s);;;894;7988;-1.0
7507;film editorial vogue x chanel;;;1280;7507;-1.0
8837;si j'etais un homme;;;0;8837;-1.0
8850;vive la crise;2017;7;364;8850;3.7
6672;star 80 - la suite;;;108;6672;-1.0
8853;befikre;2016;7;1587;8853;3.9
8854;le grand saut;2019;14;1499;8854;6.0
4496;balthazar 15 et 16;;;1314;4496;-1.0
7523;alice nevers;;;0;7523;-1.0
8851;les hommes de l'ombre;2005;14;751;8851;-1.0
8852;profilage - saison 7/n° 70 et 71;;;0;8852;-1.0
7522;au poste;2010;;416;7522;-1.0
6675;paris opera saison 2 (lena reve d'etoiles) 3;;;537;6675;-1.0
8846;l ile flottante;;;1245;8846;-1.0
8847;un voyage en hiver;;;565;8847;-1.0
7516;le poulain;2006;2;521;7516;5.5
8844;skam 7-8;;;1727;8844;-1.0
8845;marianne;2019;1;470;8845;7.5
7999;simon et theodore;;;493;7999;-1.0
8848;l'amant d'un jour;;;1261;8848;-1.0
7519;tout le monde debout;;;0;7519;-1.0
8849;freed;2019;15;1088;8849;-1.0
8860;the pursuit of love;2017;15;1057;8860;-1.0
6681;philips global heart watch;;;0;6681;-1.0
6683;mauvaises herbes;1896;14;0;6683;5.0
8864;tendre et saignant;2021;7;1277;8864;-1.0
7532;la grande classe;;;229;7532;-1.0
6200;paris va bien;2015;13;97;6200;-1.0
8865;un medecin de nuit - partie 1;;;1838;8865;-1.0
8862;police;2007;10;0;8862;6.7
5355;ecole de cuisine;;;762;5355;-1.0
6687;premiere annee (2eme partie);;;0;6687;-1.0
7533;soof 3;2021;7;1570;7533;-1.0
8863;valide;2020;;934;8863;7.4
8857;liang sheng;2016;10;1473;8857;-1.0
6678;belleville's cop;;;1268;6678;-1.0
8858;un cafe avec...;2011;1;573;8858;-1.0
8855;la vie devant elles/saison 2;;;0;8855;-1.0
8856;je vais mieux;;;1347;8856;-1.0
8859;marie francine;2017;7;478;8859;5.7
8871;au revoir la haut;;;297;8871;-1.0
5360;rancho rosa;;;1700;5360;-1.0
8872;fleuve noir;;;283;8872;-1.0
7541;tudo bom tudo bem;;;1128;7541;-1.0
4031;l'extraordinaire voyage du fakir;;;0;4031;-1.0
8870;alice nevers, le juge est une femme/80 et 81;;;0;8870;-1.0
7540;clem 40 41;;;0;7540;-1.0
8875;coexister;2017;7;0;8875;5.8
6696;une sirene a paris;;;1630;6696;-1.0
8876;maryline;2017;1;1468;8876;6.2
8873;thirst street;2017;7;752;8873;5.8
5366;lucky;2017;7;597;5366;7.4
6698;joana;2020;12;272;6698;-1.0
8874;mariage blanc;1986;1;848;8874;8.2
579;paris passions;;;1187;579;-1.0
8868;a 2h de paris;;;1091;8868;-1.0
8869;madame;2017;7;1416;8869;6.1
8866;si tu vas bien;;;1033;8866;-1.0
8867;lisa redler;;;59;8867;-1.0
7537;fiertes;;;501;7537;-1.0
8882;mes tres chers enfants;;;0;8882;-1.0
5371;access session 1;;;0;5371;-1.0
8883;jeune et golri;;;193;8883;-1.0
8880;une mere parfaite;;;0;8880;-1.0
3190;les tetes de l'emploi;;;1062;3190;-1.0
8881;les femmes du square;2021;7;0;8881;-1.0
8886;simone benloulou;;;1725;8886;-1.0
6223;skam saison 3 et 4 semaine 3 sur 8;;;1074;6223;-1.0
7554;une jeune fille qui va bien;;;1243;7554;-1.0
8402;en attendant qui ? mai;;;1832;8402;-1.0
8887;alice nevers, le juge est une femme/n°78 et 79;;;1551;8887;-1.0
8403;loue moi;2017;7;80;8403;5.2
8884;les heritiers;1994;;1530;8884;8.2
8400;astrid et raphaelle saison 2;;;0;8400;-1.0
8885;la nuit, je mens...;2017;15;1288;8885;-1.0
8401;baron noir;2016;1;1594;8401;7.8
3197;le gendre ideal;;;0;3197;-1.0
8879;ko;2011;10;1412;8879;7.8
4037;hippocrate la serie;;;0;4037;-1.0
8877;aurore tabort;;;1449;8877;-1.0
6217;l'horizon;2019;;347;6217;-1.0
8878;demain et tous les autres jours (2);;;1049;8878;-1.0
8893;sol;2020;7;269;8893;5.7
8410;la monnaie de leur piece;;;1828;8410;-1.0
8891;madame claude;2021;8;710;8891;5.4
4053;it must be heaven;2019;7;880;4053;7.0
8892;cinquieme set;;;1418;8892;-1.0
8898;le lion;2020;7;1850;8898;5.3
7564;le suicide d'emma peeters;;;412;7564;-1.0
5387;tamara 2 demande n°4;;;0;5387;-1.0
8414;temps de chien;2010;15;0;8414;-1.0
8895;notre dame;2019;7;1486;8895;5.3
7567;l'incroyable show;2018;7;169;7567;-1.0
8411;un monde reel (ex - une fille en or);;;1752;8411;-1.0
7566;fin de matinee;;;723;7566;-1.0
8412;la flamme;2020;7;687;8412;6.8
8890;huguette;2019;7;677;8890;6.2
598;narvalo;2020;;1101;598;7.4
7558;let's have phone;;;340;7558;-1.0
6229;make up on the way;;;0;6229;-1.0
8408;telle mere telle fille;1998;7;0;8408;-1.0
8409;amant double;;;0;8409;-1.0
8420;gangsterdam;2017;10;1236;8420;4.5
7574;l'art du crime saison 4;;;0;7574;-1.0
7573;new horizon;2015;15;477;7573;-1.0
5396;burn out;2017;10;1349;5396;6.2
8424;rebecca;1940;1;1769;8424;8.1
8423;entre les vagues;1997;1;886;8423;-1.0
5391;2 fils (nouvelle demande decor librairie / journees interverties);;;0;5391;-1.0
126;haute societe;2003;15;1171;126;-1.0
7569;lucia;2013;1;1415;7569;8.3
6238;osmosis;2019;6;1076;6238;5.9
8417;monsieur et madame adelman;;;0;8417;-1.0
8899;romance;1999;1;1689;8899;5.3
8416;il a deja tes yeux;;;1220;8416;-1.0
7582;au bout des doigts;1983;14;0;7582;7.5
7585;clem;2010;7;973;7585;6.0
6256;eiffel;2021;8;1726;6256;7.8
6258;josephine ange gardien/n° 80;;;0;6258;-1.0
8433;munch;2016;11;1601;8433;7.6
6250;abonne-toi;2019;7;0;6250;-1.0
7580;le dernier mercenaire;;;663;7580;-1.0
134;like me;2017;11;0;134;5.3
138;bk web - wooper dog;;;0;138;-1.0
8428;flora63;;;1253;8428;-1.0
6248;le mec de la tombe d'a cote;2016;7;1317;6248;5.3
8426;virtue;1932;11;411;8426;6.9
7594;curiosa;2019;8;0;7594;5.4
7593;le petit spirou;2013;19;89;7593;-1.0
7111;huge in france;2019;7;1053;7111;6.8
8441;jour j;2014;14;1328;8441;-1.0
7113;qu'est-ce qu'on a encore fait au bon dieu;;;808;7113;-1.0
8444;c'est tout pour moi;2017;7;149;8444;6.2
7599;balthazar 23 et 24;;;1104;7599;-1.0
8445;paris, la blanche;2017;1;529;8445;6.7
8453;cache cache 2;;;833;8453;-1.0
8454;couleurs de l'incendie;;;1444;8454;-1.0
6276;la fete est finie;2015;14;1698;6276;-1.0
7123;le dindon;2019;7;268;7123;4.7
7122;treadstone;2019;10;1474;7122;7.0
8452;fugueuse - semaine 1 sur 12;;;0;8452;-1.0
4099;alice nevers e104-105 additif v2;;;798;4099;-1.0
8457;12 points;2015;15;1810;8457;7.0
8458;passion simple;;;1637;8458;-1.0
7127;l'angle mort;;;84;7127;-1.0
8450;josephine ange gardien/episode 81;;;1221;8450;-1.0
4093;uncorked (additif);;;0;4093;-1.0
1817;la nuit, je mens...;2017;15;0;1817;-1.0
6285;les heritieres;2008;1;547;6285;6.4
8465;chefs - saison 2;;;211;8465;-1.0
7136;skam saison 5 et 6 semaine 2 sur 9;;;0;7136;-1.0
8466;la niaque;;;393;8466;-1.0
7130;l'inspiratrice;1913;15;810;7130;-1.0
1823;des avantages de voyager en train;;;1102;1823;-1.0
8475;coup de foudre a jaipur;;;1309;8475;-1.0
7143;divorce club;2020;7;1831;7143;5.0
8474;un voyage en hiver;;;241;8474;-1.0
8479;la vie de chateau;1935;7;742;8479;-1.0
8478;noir enigma;;;543;8478;-1.0
171;namaste england;2018;7;804;171;2.3
8472;les jeunes amants;;;1063;8472;-1.0
7140;la verite (...);1960;1;1251;7140;7.6
7139;garcon chiffon;;;322;7139;-1.0
8486;the package;2018;7;686;8486;5.5
8000;oui mademoiselle;;;182;8000;-1.0
8001;maggie e bianca fashion friends episode de paris avec amour;;;1344;8001;-1.0
8485;leila;2019;1;712;8485;4.8
8006;je voulais juste rentrer chez moi;;;1882;8006;-1.0
7157;eden;2012;11;765;7157;6.6
8488;overdrive;2017;10;353;8488;5.4
8482;devlet aile ve ben;;;664;8482;-1.0
184;libres;2013;0;1115;184;8.2
8480;les ex;2017;7;251;8480;5.6
7166;le bureau des legendes saison 5;;;0;7166;-1.0
8496;la fille de brest;;;735;8496;-1.0
8017;si paris n'etait pas joyeux;;;209;8017;-1.0
8499;tout simplement noir;;;1207;8499;-1.0
8016;coup de foudre a bangkok;2020;7;0;8016;5.1
7161;oogappels;2019;1;203;7161;7.9
8494;army of the dead meanwhile in germany;;;1487;8494;-1.0
8009;f2 football freestyle documentary;;;398;8009;-1.0
7175;uncorked;2020;1;1045;7175;6.2
8022;the collection;2012;12;871;8022;6.1
7177;mignonnes;;;0;7177;-1.0
8028;on est fait pour s'entendre;;;103;8028;-1.0
8027;the fall  version france;;;0;8027;-1.0
8021;le proverbe;;;0;8021;-1.0
8035;ber;1905;14;1023;8035;4.8
8033;oneline billie;;;645;8033;-1.0
8039;alice nevers;;;284;8039;-1.0
8037;sense8;2018;1;195;8037;8.3
7183;les sauvages;2019;15;675;7183;-1.0
8032;un hiver en ete;;;441;8032;-1.0
8030;la croisade;1920;;0;8030;-1.0
8047;ton ancien toi;;;582;8047;-1.0
7199;clem;2010;7;1672;7199;6.0
8043;soumission - le film;;;1860;8043;-1.0
7196;une histoire d'amour et de desir;2020;;213;7196;-1.0
8041;deux fils (1ere semaine);;;0;8041;-1.0
2732;chevrotine;;;0;2732;-1.0
2738;la tour de nesle;1966;1;164;2738;-1.0
8057;thanksgiving;2007;15;397;8057;7.7
8053;la fete des meres;1969;15;1732;8053;3.5
8051;une famille formidable - saison 14;;;0;8051;-1.0
1416;les heroiques;1981;1;1095;1416;-1.0
8069;killing eve;2022;10;1337;8069;8.2
8060;arsene lupin;1916;11;0;8060;6.5
8061;genius saison 2 - picasso;;;945;8061;-1.0
8063;thanskgiving;;;0;8063;-1.0
1423;debuts de mois difficiles;;;1696;1423;-1.0
3601;eglise de la madeleine -;1897;14;1197;3601;-1.0
3607;shopping king louis;;;315;3607;-1.0
2758;find me in paris 3;;;0;2758;-1.0
8077;la vie sauve;1998;1;1577;8077;-1.0
8071;comme des rois;;;878;8071;-1.0
8075;synonymes;;;1316;8075;-1.0
4942;fugueuse - semaine 2 sur 12;;;0;4942;-1.0
4946;comme des reines;;;975;4946;-1.0
8089;potomac mulot floquet mare et champ de mars;;;0;8089;-1.0
1450;the brain company;;;1233;1450;-1.0
8083;lebowitz contre lebowitz saison 2;;;0;8083;-1.0
8081;new horizon (additif 1);;;0;8081;-1.0
8087;potomac suite 25/06;;;407;8087;-1.0
3625;profilage 81 et 82;;;436;3625;-1.0
5809;game of foire du trone;;;788;5809;-1.0
1442;l'amour c'est mieux que la vie;2021;;166;1442;-1.0
