key_film;TITRE;AUTEUR;nbEmprunt;annee_tournage;type_tournage;imdbid;year;rating
10100;shaun le mouton : le film;burton, mark;1030;;;;;
10101;sex, lies, and videotape;;;;;0098724;1989;2
2971;what the fuck france;felix guimard;;2017;serie web;;;
5660;famous;valerie lemercier;;2019;long metrage;;;
10102;miseducation of cameron post, the;;;;;6257174;2018;3
10103;scorpion king, the;;;;;0277296;2002;0
10104;origine;sugiyama, keiichi;521;;;;;
10105;gidget;;;;;0052847;1959;3
10106;and soon the darkness;;;;;1391034;2010;3
10107;toutes nos envies;;;;;1942120;2011;3
10108;mystery train;;;;;0097940;1989;3
10109;andid edlilega (and breathe normally);;;;;6776106;2018;3
10110;green zone;;;;;0947810;2010;0
10111;undead;;;;;0339840;2003;3
10112;ben-hur;;;;;2638144;2016;1
10113;final countdown, the;;;;;0080736;1980;0
10114;when michael calls;;;;;0067977;1972;2
10115;maximum overdrive;;;;;0091499;1986;2
10116;basic instinct;;;;;0103772;1992;1
10117;mitsuko delivers;;;;;1897941;2011;3
10118;au nom de ma fille;garenq, vincent;160;;;;;
5648;l'art de tomber a pic;;;2019;serie tv;;;
10119;secret life of pets, the;;;;;2709768;2016;2
10120;cedar rapids;;;;;1477837;2011;1
10121;about elly;;;;;1360860;2009;3
10122;yes man;;;;;1068680;2008;1
10123;fay grim;;;;;0444628;2006;3
10124;harry potter et l ordre du phenix;yates, david;2290;;;;;
10125;kingdom of the spiders;;;;;0076271;1977;3
10126;demonlover;;;;;0284034;2002;3
10127;justice league;snyder, zack;150;;;;;
10128;confessions of teenage drama queen;;;;;0361467;2004;3
10129;beast of yucca flats, the;;;;;0054673;1961;0
10130;qu est-ce qu on a fait au bon dieu?;chauveron, philippe de;831;;;;;
10131;married to the mob;;;;;0095593;1988;3
10132;l.i.e.;;;;;0242587;2001;1
10133;baby boss;mcgrath, tom;507;;;;;
10134;big game;;;;;2088003;2014;0
10135;sauvez willy;wincer, simon;325;;;;;
10136;escape, the;;;;;6069126;2017;3
10137;les ames vagabondes;niccol, andrew;367;;;;;
10138;neon city;;;;;0104981;1991;3
10139;red: werewolf hunter;;;;;1626201;2010;3
10140;philadelphia story, the;;;;;0032904;1940;3
10141;wrong cops;;;;;2166616;2013;1
10142;avril et le monde truquae;desmares, christian;213;;;;;
10143;love witch, the;;;;;3908142;2016;3
10144;bad hair day;;;;;3856042;2015;3
10145;one hundred and one dalmatians;;;;;0055254;1961;3
10146;attack the block;;;;;1478964;2011;3
10147;brothers grimsby, the;;;;;3381008;2016;1
10148;son of godzilla;;;;;0061856;1967;0
10149;sabotage;;;;;1742334;2014;3
10150;igby goes down;;;;;0280760;2002;2
10151;dim the fluorescents;;;;;6029106;2017;3
10152;timelike;;;;;4897214;2015;3
10153;seasoning house, the;;;;;1555093;2012;3
10154;il caso moro;;;;;0090805;1986;0
10155;cloud atlas;;;;;1371111;2012;3
10156;gamer;;;;;1034032;2009;1
10157;agathe clery;chatiliez, etienne;291;;;;;
10158;forgetting sarah marshall;;;;;0800039;2008;3
10159;mary queen of scots;;;;;2328900;2018;3
10160;une affaire de famille;kore-eda, hirokazu;89;;;;;
10161;un beau soleil interieur;denis, claire;176;;;;;
10162;very good girls;;;;;1931602;2013;3
10163;ong-bak;;;;;0368909;2003;0
10164;babadook, the;;;;;2321549;2014;3
10165;gam-si-ja-deul;;;;;2969656;2013;3
10166;je suis un soldat;;;;;4485178;2015;3
10167;johnny english reborn;;;;;1634122;2011;3
10168;grandma's reading glass;;;;;0000304;1900;0
10169;return to oz;;;;;0089908;1985;3
8745;la fugue;xavier durringer;;2020;serie tv;;;
10170;el mariachi;;;;;0104815;1992;0
10171;dirties, the;;;;;2334896;2013;3
10172;for heaven's sake;;;;;0016895;1926;0
10173;mercenaries;;;;;3598222;2014;3
10174;return of daimajin;;;;;0062852;1966;0
10175;rocky horror picture show, the;;;;;0073629;1975;3
10176;saving grace;;;;;0195234;2000;3
10177;celine and julie go boating;;;;;0071381;1974;3
10178;k-12;;;;;10521814;2019;3
10179;valkaama;;;;;1669706;2010;2
10180;locos de amor;;;;;5908566;2016;2
10181;outbreak;;;;;0114069;1995;3
10182;grabbers;;;;;1525366;2012;3
10183;early summer;;;;;0043313;1951;3
10184;le monde de nemo;stanton, andrew.;229;;;;;
10185;snowden;stone, oliver;137;;;;;
10186;wonder;chbosky, stephen;221;;;;;
10187;outside the law;;;;;1229381;2010;1
10188;deception;;;;;0800240;2008;1
10189;turner &amp  hooch;;;;;0098536;1989;1
10190;assassin s creed;kurzel, justin;326;;;;;
10191;les daesastreuses aventures des orphelins baudelaire;silberling, brad;189;;;;;
10192;secret of kells, the;;;;;0485601;2009;0
10193;double platinum;;;;;0177721;1999;3
10194;is the man who is tall happy?;;;;;1817287;2013;0
10195;valentine s day;marshall, garry;335;;;;;
10196;ender's game;;;;;1731141;2013;2
10197;hellraiser;;;;;0093177;1987;3
10198;golden era;;;;;3696086;2014;2
10199;20 centimetros;;;;;0421528;2005;3
10200;dinner for schmucks;;;;;0427152;2010;1
10201;i care a lot;;;;;9893250;2020;3
10202;girl in progress;;;;;1817676;2012;3
3257;faites des gosses saison 1 - episode 5 a 6;philippe lefebvre;;2019;serie tv;;;
10203;better than chocolate;;;;;0168987;1999;3
8855;la vie devant elles/saison 2;gabriel aghion;;2016;serie tv;;;
10204;crawl;;;;;8364368;2019;3
10205;cold skin;;;;;1034385;2017;0
10206;l'attesa;;;;;3715122;2015;3
10207;chronicles of narnia: prince caspian, the;;;;;0499448;2008;3
10208;paterson;jarmusch, jim;135;;;;;
10209;i capture the castle;;;;;0300015;2003;3
10210;bill &amp  ted face the music;;;;;1086064;2020;3
10211;monster trucks;;;;;3095734;2016;0
10212;simpsons movie, the;;;;;0462538;2007;3
10213;a la poursuite du roi plumes;jacobsen, esben toft;631;;;;;
6627;lucky;mia engberg;;2017;long metrage;;;
10214;station agent, the;;;;;0340377;2003;3
3031;ad vitam;thomas cailley;;2017;serie tv;;;
10215;croc-blanc;espigares, alexandre;263;;;;;
10216;shallows, the;;;;;4052882;2016;3
10217;tschick;;;;;4911940;2016;1
10218;tenemos la carne [we are the flesh];;;;;4682708;2016;0
10219;turn me on, dammit!;;;;;1650407;2011;3
10220;la ch tite famille;boon, dany;234;;;;;
10221;l homme aux mille visages;rodriguez, alberto;159;;;;;
10222;a charlie brown thanksgiving;;;;;0068359;1973;2
10223;farewell, the;;;;;8637428;2019;3
10224;omoide no mani (when marnie was there);;;;;3398268;2014;3
10225;transformers: age of extinction;;;;;2109248;2014;3
10226;quinceanera;;;;;0451176;2006;3
10227;"mon oncle ; my uncle";142;;;;;
10228;her;;;;;1798709;2013;2
10229;zoolander;;;;;0196229;2001;3
10230;les chimpanzes de l espace;de micco, kirk;514;;;;;
10231;all that jazz;;;;;0078754;1979;2
10232;naruto the movie: ninja clash in the land of snow;;;;;0476680;2004;3
10233;for sama;;;;;9617456;2019;3
10234;journey 2: the mysterious island;;;;;1397514;2012;1
8763;envole moi;christophe barratier;;2020;long metrage;;;
10235;ipcress file, the;;;;;0059319;1965;1
10236;rocketman;;;;;2066051;2019;3
7779;la faute a rousseau;octave raspail;;2020;serie tv;;;
10237;sal&ograve  o le 120 giornate di sodoma [salo, or the 120 days of sodom];;;;;0073650;1975;3
10238;lakeview terrace;;;;;0947802;2008;3
10239;la reine des neiges;buck, chris;1843;;;;;
7130;l'inspiratrice;gregory magne;;2018;long metrage;;;
10240;bumblebee;;;;;4701182;2018;3
10241;we were soldiers;;;;;0277434;2002;3
10242;postman always rings twice, the;;;;;0038854;1946;1
10243;set-up, the;;;;;0041859;1949;0
10244;cocalero;;;;;0925230;2007;3
8444;c'est tout pour moi;l. colbeau justin;;2016;long metrage;;;
10245;wiener-dog;;;;;4144190;2016;1
10246;heist;;;;;0252503;2001;3
10247;nocturnal animals;ford, tom;141;;;;;
10248;truth or dare;;;;;6772950;2018;3
10249;ace in the hole;;;;;0043338;1951;2
4031;l'extraordinaire voyage du fakir;;;2017;long metrage;;;
10250;triple dog;;;;;1232838;2010;3
10251;[rec]3 genesis;;;;;1649444;2012;3
10252;les chemins de la liberte;weir, peter;751;;;;;
10253;codependent lesbian space alien seeks same;;;;;1762248;2011;3
10254;craft, the;;;;;0115963;1996;3
10255;american honey;arnold, andrea;308;;;;;
10256;beverly hills cop;;;;;0086960;1984;0
10257;dirty dozen, the;;;;;0061578;1967;0
10258;a walk to remember;;;;;0281358;2002;3
10259;raven, the;;;;;1486192;2012;1
10260;slacker;;;;;0102943;1991;3
10261;collateral;;;;;0369339;2004;1
10262;ponyo sur la falaise;miyazaki, hayao;2908;;;;;
10263;under the cherry moon;;;;;0092133;1986;3
2958;patriot s2;steven conrad;;2018;serie tv;;;
10264;jacob's ladder;;;;;0099871;1990;1
10265;i still know what you did last summer;;;;;0130018;1998;3
10266;middle men;;;;;1251757;2010;1
10267;excision;;;;;1984153;2012;3
10268;fantastic voyage;;;;;0060397;1966;0
10269;mrs dalloway;;;;;0119723;1997;3
10270;pet sematary;;;;;0837563;2019;3
10271;desert of the tartars, the;;;;;0074400;1976;0
10272;son of the mask;;;;;0362165;2005;1
10273;cigognes & compagnie;stoller, nicholas;555;;;;;
10274;national velvet;;;;;0037120;1944;3
10275;bonfire of the vanities, the;;;;;0099165;1990;2
10276;hedi schneider steckt fest;;;;;3707396;2015;3
10277;sleepless in seattle;;;;;0108160;1993;2
10278;how to train your dragon: the hidden world;;;;;2386490;2019;2
10279;max et les maximonstres;jonze, spike;1976;;;;;
10280;hotel transylvanie;tartakovsky, genndy;1850;;;;;
10281;transporter 3;;;;;1129442;2008;0
10282;adam &amp  steve;;;;;0372122;2005;3
10283;bachelor party;;;;;0086927;1984;3
10284;austin powers: the spy who shagged me;;;;;0145660;1999;1
10285;quiet roar, the;;;;;2835536;2014;3
10286;problemos;judor, eric;383;;;;;
10287;i lost my body;;;;;9806192;2019;0
10288;johnny english;;;;;0274166;2003;1
10289;hesher;;;;;1403177;2011;1
10290;social network, the;;;;;1285016;2010;1
10291;witching and bitching;;;;;2404738;2013;3
10292;beautiful girls;;;;;0115639;1996;3
10293;something, anything;;;;;2461126;2014;3
10294;melancholia;trier, lars von;330;;;;;
10295;igor;leondis, anthony;867;;;;;
10296;hunchback of notre dame, the;;;;;0116583;1996;1
10297;toy story;;;;;0114709;1995;1
10298;discovery, the;;;;;5155780;2017;3
10299;spy kids 2: island of lost dreams;;;;;0287717;2002;3
7732;bliss;marie jardillier, mathieu oullion;;2018;serie tv;;;
10300;la maison au bout du monde;mayer, michael;132;;;;;
10301;rough night;;;;;4799050;2017;3
10302;azumi;;;;;0384819;2003;0
10303;adam's rib;;;;;0041090;1949;3
10304;indian summer;;;;;0107212;1993;3
10305;extremely loud &amp  incredibly close;;;;;0477302;2011;2
10306;red tails;;;;;0485985;2012;2
10307;disconnect;;;;;1433811;2013;2
10308;mystic river;eastwood clint;523;;;;;
45;chroniques parisiennes 12;zabou breitman;;2017;serie tv;;;
10309;guns akimbo;;;;;6902676;2019;1
10310;hide and seek;;;;;0382077;2005;3
8650;allan kardec;wagner de assis;;2018;long metrage;;;
7993;chroniques parisiennes 4;zabou breitman;;2017;serie tv;;;
10311;vincere;bellocchio, marco.;303;;;;;
10312;orlando;;;;;0107756;1992;2
10313;a dark song;;;;;4805316;2016;0
10314;reaping, the;;;;;0444682;2007;3
10315;le livre de la jungle;reitherman, wolfgang;2279;;;;;
10316;lou ! . vol. 2 : le garcon d en face;mouscadet, jerome;118;;;;;
10317;tale of despereaux, the;;;;;420238;2008;3
10318;dangal;;;;;5074352;2016;3
10319;stick it;;;;;0430634;2006;3
10320;now, voyager;;;;;0035140;1942;3
10321;prince of persia: the sands of time;;;;;0473075;2010;0
8612;the marvelous mrs maisel;amy sherman-palladino et dan palladino;;2018;serie tv;;;
10322;juan of the dead;;;;;1838571;2011;1
10323;third society, the;;;;;0221637;2004;1
10324;sammy 2;stassen, ben;886;;;;;
10325;birth of a nation, the;;;;;4196450;2016;1
10326;slither;;;;;0439815;2006;3
10327;unguarded moment, the;;;;;0049904;1956;1
8021;le proverbe;daniel auteuil;;2017;long metrage;;;
7322;3 fois noel;nadege loiseau;;2020;serie tv;;;
10328;shadow of a doubt;;;;;0036342;1943;3
10329;raising the bar;;;;;5274066;2016;3
10330;out of the furnace;;;;;1206543;2013;1
10331;bloodsucking bastards;;;;;3487994;2015;2
10332;state of play;;;;;0473705;2009;3
10333;rush hour 3;;;;;00293564;2007;1
10334;love songs;;;;;0996605;2007;3
10335;tracks;;;;;2167266;2013;3
10336;into great silence;;;;;0478160;2005;0
10337;scent of a woman;;;;;0105323;1992;1
10338;music and lyrics;;;;;0758766;2007;3
10339;ballad of narayama, the;;;;;0084390;1983;3
10340;hated in the nation;;;;;5709236;2016;3
7275;alice nevers le juge est une femme/86 et 87;christophe delpias;;2016;serie tv;;;
10341;daybreakers;;;;;0433362;2009;1
7600;e-book;olivier assayas;;2017;long metrage;;;
10342;fighter, the;;;;;0964517;2010;2
10343;state of siege;;;;;0070959;1972;0
10344;ninth configuration, the;;;;;0081237;1980;0
10345;la tour montparnasse infernale;;;;;0259060;2001;3
10346;along came a spider;;;;;0164334;2001;3
10347;messenger, the;;;;;0790712;2009;1
7939;la beaute du geste;sylvie ohayon;;2019;long metrage;;;
10348;first knight;;;;;0113071;1995;2
10349;friday after next;;;;;0293815;2002;2
10350;wand&acirc furu raifu;;;;;0165078;1998;3
10351;aurora;;;;;2208216;2012;1
10352;alps;;;;;1859446;2011;3
10353;core, the;;;;;0298814;2003;3
10354;bear, the;;;;;0095800;1988;0
10355;once upon a time ... in hollywood;;;;;7131622;2019;3
10356;riding in cars with boys;;;;;0200027;2001;3
10357;barry lyndon;;;;;0072684;1975;1
10358;elizabeth;;;;;0127536;1998;3
10359;dawn patrol, the;;;;;0030044;1938;0
10360;wonder woman 1984;;;;;7126948;2020;3
10361;rocky iii;;;;;0084602;1982;0
10362;nun's story, the;;;;;0053131;1959;3
10363;une seconde mere;muyalert, anna;181;;;;;
10364;le livre de la jungle;favreau, jon;526;;;;;
10365;bright;;;;;5519340;2017;3
10366;le chaateau ambulant;miyazaki, hayao;394;;;;;
8882;mes tres chers enfants;alexandra leclere;;2020;long metrage;;;
10367;julie &amp  julia;;;;;1135503;2009;3
10368;rising sun;;;;;0107969;1993;1
10369;polytechnique;;;;;1194238;2009;3
10370;unforgiven;;;;;0105695;1992;3
8757;family business s2;igor gotesman;;2020;serie tv;;;
3607;shopping king louis;lee sang yeop;;2016;serie tv;;;
10371;only god forgives;;;;;1602613;2013;3
10372;bi the way;;;;;0951257;2008;3
10373;l illusionniste;chomet, sylvain;893;;;;;
10374;zoom;;;;;0383060;2006;3
10375;remember sunday;;;;;2770480;2013;3
10376;espion(s) / nicolas saada;saada, nicolas;739;;;;;
10377;jaffa;;;;;1406160;2009;3
10378;les 12 travaux d asterix;goscinny, rene;178;;;;;
10379;gone with the wind;;;;;0031381;1939;3
6998;paris opera saison 2 (lena reve d'etoiles) 2;matt bloom, ronan burke, robert burke;;2018;serie tv;;;
10380;hitman;;;;;0465494;2007;0
10381;barbie &amp  her sisters in a pony tale;;;;;3321254;2013;3
10382;court;;;;;3717068;2014;1
10383;pirates! band of misfits, the;;;;;1430626;2012;1
10384;dr. mabuse, der spieler - ein bild der zeit;;;;;0013086;1922;3
10385;lost in living;;;;;2628260;2013;3
10386;willow;;;;;0096446;1988;3
10387;analyze this;;;;;0122933;1999;1
10388;mosquita y mari;;;;;1978480;2012;3
10389;ali has blue eyes;;;;;2496366;2012;1
10390;battle beyond the stars;;;;;0080421;1980;2
10391;enthiran;;;;;1305797;2010;3
10392;infestation;;;;;1020543;2009;3
10393;if i had known i was a genius;;;;;0758753;2007;2
10394;a girl walks home alone at night;;;;;2326554;2014;3
6200;paris va bien;said khediri;;2016;serie tv;;;
10395;sleep dealer;;;;;0804529;2008;0
4976;clem saison 11;xavier de choudens;;2020;serie tv;;;
10396;three colors: white;;;;;0111507;1994;1
10397;cat's-paw, the;;;;;0024961;1934;1
10398;wristcutters: a love story;;;;;0477139;2006;1
10399;what we did on our holiday;;;;;2725962;2014;3
10400;iris;;;;;1606618;2011;3
10401;kate &amp  leopold;;;;;0035423;2001;2
10402;karate kid, the;;;;;1155076;2010;3
10403;into the storm;;;;;2106361;2014;3
8737;stella est amoureuse;sylvie verheyde;;2020;long metrage;;;
10404;halloween h20: 20 years later;;;;;0120694;1998;3
10405;triple frontier;;;;;1488606;2019;1
10406;last stand, the;;;;;1549920;2013;1
10407;ruroni kenshin: meiji kenkaku roman tan;;;;;1979319;2012;3
10408;chasseuse de gaeants;walter, anders;139;;;;;
10409;2 coelhos;;;;;1753722;2012;1
10410;flight;;;;;1907668;2012;3
10411;marguerite;giannoli, xavier;524;;;;;
10412;national lampoon's christmas vacation;;;;;0097958;1989;3
10413;when harry met sally;;;;;0098635;1989;3
10414;hostel: part ii;;;;;0498353;2007;3
10415;door in the floor, the;;;;;0348593;2004;1
6408;paranoia park 2021;bruno mercier;;2020;long metrage;;;
10416;outland;;;;;0082869;1981;1
10417;wolf creek;;;;;0416315;2005;3
10418;god forgives... i don't!;;;;;0061576;1967;0
8907;serie baron noir saison 3;thomas bourguignon;;2019;serie tv;;;
10419;sting, the;;;;;0070735;1973;1
10420;october baby;;;;;1720182;2011;3
10421;mt. zion;;;;;2580928;2013;1
10422;host;;;;;12749596;2020;3
10423;void, the;;;;;4255304;2016;3
598;narvalo;matthieu longatte;;2019;serie tv;;;
10424;tall girl;;;;;9252508;2019;3
8500;retro;raphael marriq;;2019;serie web;;;
3197;le gendre ideal;hector cabello reyes;;2018;long metrage;;;
10425;destination wedding;;;;;6987770;2018;0
10426;wine of summer, the;;;;;2066133;2013;3
8379;prime lolywood - une nuit infernale;matthieu mares-savelli;;2020;serie web;;;
10427;may;;;;;0303361;2002;3
8744;paris police 1900;frederic balekdjian;;2020;serie tv;;;
10428;cafe de flore;;;;;1550312;2011;3
10429;godzilla vs. mechagodzilla;;;;;0071565;1974;1
10430;dreamchild;;;;;0089052;1985;3
10431;an american tail;;;;;0090633;1986;3
10432;end of august at the hotel ozone;;;;;0061879;1966;3
10433;nanny diaries, the;;;;;0489237;2007;3
10434;around the world in 80 days;;;;;0327437;2004;1
10435;new mutants, the;;;;;4682266;2020;3
10436;born yesterday;;;;;0042276;1950;3
10437;city of the dead, the;;;;;0053719;1960;3
10438;zathura: a space adventure;;;;;0406375;2005;0
10439;a prairie home companion;;;;;0420087;2006;3
10440;in fear;;;;;2165859;2013;0
10441;i can speak;;;;;7342204;2017;3
10442;slap her, she's french!;;;;;0187512;2002;3
10443;you, me and dupree;;;;;0463034;2006;1
10444;chez nous;belvaux, lucas;369;;;;;
10445;last days of american crime, the;;;;;1552211;2020;0
10446;robot &amp  frank;;;;;1990314;2012;1
10447;torch song trilogy;;;;;0096289;1988;1
10448;mensonges d etat / ridley scott;scott, ridley;817;;;;;
10449;love and other drugs;;;;;0758752;2010;2
10450;fear city: a family-style comedy;;;;;0109440;1994;3
8268;lola pater;nadir mokneche;;2016;long metrage;;;
10451;silence;;;;;0490215;2016;0
10452;una hora mas en canarias;;;;;1161411;2010;3
10453;lego batman : le film;mckay, chris;299;;;;;
10454;f/x;;;;;0089118;1986;1
10455;malcolm x;;;;;0104797;1992;3
10456;dans ses yeux;campanella, juan j.;941;;;;;
7084;un triomphe;emmanuel courcol;;2019;long metrage;;;
10457;robocop 2;;;;;0100502;1990;1
10458;smiley;;;;;2025667;2012;3
10459;a few good men;;;;;0104257;1992;1
10460;robin des bois;reitherman, wolfgang;795;;;;;
10461;near death experience;;;;;3800012;2014;0
8312;vous n'aurez pas ma haine;kilian riedhof;;2020;long metrage;;;
10462;grease live!;;;;;4366830;2016;3
10463;good night, and good luck.;;;;;0433383;2005;1
10464;a boy and his dog;;;;;0072730;1975;0
3292;loulou;geraldine de margerie;;2017;serie web;;;
10465;better watch out;;;;;4443658;2016;3
8286;la vie devant soi;nessim chikhaoui;;2020;long metrage;;;
10466;le chien du tibet;kojima, masayuki;382;;;;;
10467;los lunes al sol;;;;;0319769;2002;1
10468;chamber of horrors / door with the seven locks;;;;;0032406;1940;2
10469;bad;;;;;0075679;1977;3
10470;tremors ii: aftershocks;;;;;0114720;1996;0
10471;i confess;;;;;0045897;1953;1
10472;things to come - l'avenir;;;;;4120176;2016;1
10473;monster high: ghoul's rule;;;;;2446108;2012;3
10474;c me dance;;;;;1314645;2009;3
10475;&quot masters of horror&quot  the screwfly solution;;;;;0833098;2006;3
10476;you only live twice;;;;;0062512;1967;1
10477;gretel &amp  hansel;;;;;9086228;2020;3
10478;make the yuletide gay;;;;;1305714;2009;3
10479;wedding date, the;;;;;0372532;2005;3
10480;dyke hard;;;;;3570168;2014;3
10481;l exercice de l etat;schoeller, pierre;600;;;;;
10482;young frankenstein;;;;;0072431;1974;2
10483;management;;;;;1082853;2008;2
10484;hellraiser: bloodline;;;;;0116514;1996;1
10485;anna karenina;;;;;1781769;2012;2
10486;sordid lives;;;;;0204640;2000;3
10487;il demone di laplace;;;;;5791732;2017;0
10488;informant!, the;;;;;1130080;2009;1
10489;host, the;;;;;1517260;2013;3
10490;fido;;;;;0457572;2006;2
10491;breadwinner, the;;;;;3901826;2017;3
10492;you again;;;;;1414382;2010;3
10493;national treasure;;;;;0368891;2004;2
8600;scenes de menage 9 prime;;;2017;serie tv;;;
7054;eglandine;flo ber;;2018;serie tv;;;
10494;les lyonnais;marchal, olivier;378;;;;;
10495;fingersmith;;;;;0423651;2005;3
10496;nancy drew... reporter;;;;;0031709;1939;3
10497;un monde parfait;eastwood, clint;138;;;;;
10498;radin !;cavayae, fred;127;;;;;
10499;four assassins;;;;;1478804;2012;1
10500;inside daisy clover;;;;;0059314;1965;3
10501;yoga hosers;;;;;3838992;2016;2
10502;black hole, the;;;;;0078869;1979;0
10503;ringing bell (chirin no suzu);;;;;0306646;1978;0
10504;offside;;;;;0499537;2006;3
10505;a good woman;;;;;0379306;2004;3
10506;american psycho;;;;;0144084;2000;3
10507;waterworld;;;;;0114898;1995;2
10508;the place beyond the pines;cianfrance, derek;698;;;;;
10509;possession, the;;;;;0431021;2012;3
10510;4th floor, the;;;;;0167752;1999;3
10511;m;forestier, sara;122;;;;;
10512;first night;;;;;1536053;2010;3
10513;good german, the;;;;;0452624;2006;1
10514;capitaine phillips;greengrass, paul;365;;;;;
10515;all girls weekend;;;;;4247682;2016;3
8053;la fete des meres;marie-castille mention-schaar;;2017;long metrage;;;
10516;a little night music;;;;;0359610;1990;3
10517;little caesar;;;;;0021079;1931;1
10518;souris city;bowers, david;370;;;;;
10519;battle in outer space;;;;;0053388;1959;1
10520;chronicles of riddick, the;;;;;0296572;2004;2
10521;selfish giant, the;;;;;2304426;2013;1
10522;an education;;;;;1174732;2009;3
10523;dien bien phu;;;;;0104105;1992;0
10524;minuscule : la vallaee des fourmis perdues;szabo, thomas;279;;;;;
10525;rugrats movie, the;;;;;0134067;1998;3
10526;welcome to the punch;;;;;1684233;2013;1
10527;out of africa;;;;;0089755;1985;3
10528;kingpin;;;;;0116778;1996;1
10529;avis de mistral;;;;;3013588;2014;3
7981;si paris n'etait pas joyeux;zhang bo li;;2017;telefilm;;;
10530;beverly hills cop iii;;;;;0109254;1994;0
8636;mon bebe;lisa azuelos;;2018;long metrage;;;
10531;hit and run;;;;;2097307;2012;3
10532;zoombies;;;;;5340882;2016;3
10533;lolo;delpy, julie;465;;;;;
10534;death defying acts;;;;;0472071;2007;3
10535;a hidember;;;;;0310567;2002;1
10536;under the skin;glazer, jonathan;165;;;;;
10537;bay, the;;;;;1713476;2012;1
329;i-art;alexandre da silva;;2017;serie web;;;
10538;burning sands;;;;;5826432;2017;2
10539;big short, the;;;;;1596363;2015;1
10540;merrily we go to hell;;;;;0023213;1932;3
10541;pete's dragon;;;;;2788732;2016;3
10542;reign of fire;;;;;0253556;2002;1
10543;runaway daughters;;;;;0111033;1994;3
10544;princess: a modern fairtyale;;;;;1052352;2008;3
10545;negative happy chain saw edge;;;;;1024856;2007;0
10546;de vrais mensonges;salvadori, pierre;424;;;;;
10547;a perfect day;;;;;3577624;2015;2
10548;alien: resurrection;;;;;0118583;1997;3
10549;skin game, the;;;;;0022395;1931;3
10550;in the bedroom;;;;;0247425;2001;3
10551;une execution ordinaire;dugain, marc.;123;;;;;
10552;coco;;;;;2380307;2017;3
10553;sullivan's travels;;;;;0034240;1941;3
10554;kirikou et la sorciaere;ocelot, michel;235;;;;;
10555;la voleuse de livres;percival, brian;352;;;;;
10556;tolkien;karukoski, dome;70;;;;;
10557;star trek generations;;;;;0111280;1994;3
10558;3tails movie: a mermaid adventure, the;;;;;3391348;2015;3
10559;story of the kelly gang, the;;;;;0000574;1906;1
10560;posoki (directions);;;;;6467968;2017;1
10561;warrior;;;;;1291584;2011;1
10562;dernieres nouvelles du cosmos;;;;;5786040;2016;3
10563;storm of the century;;;;;0135659;1999;3
10564;los santos inocentes;;;;;0088040;1984;3
10565;enemy mine;;;;;0089092;1985;0
10566;cook in trouble, the;;;;;0215664;1904;0
10567;girl king, the;;;;;1254322;2015;3
10568;bad reputation;;;;;0478976;2005;3
10569;le petit gruffalo;heidschotter, uwe;1059;;;;;
10570;attenberg;;;;;1691323;2011;3
1265;otez moi d'un doute;carine tardieu;;2016;long metrage;;;
10571;s.w.a.t.: firefight;;;;;1621429;2011;1
10572;transsiberian;;;;;0800241;2008;3
10573;wallace &amp  gromit: the curse of the were-rabbit;;;;;0312004;2005;1
10574;before i go to sleep;;;;;1726592;2014;3
10575;wrecking crew, the;;;;;0065225;1968;3
10576;gravity;cuaron, alfonso;1010;;;;;
10577;de plus belle;daval, anne-gaelle;163;;;;;
10578;hope floats;;;;;0119313;1998;3
10579;aquarius;;;;;5221584;2016;3
10580;la nuit au musaee;levy, shawn;129;;;;;
10581;truman show, the;;;;;0120382;1998;1
10582;leap year;;;;;1216492;2010;3
10583;corpse vanishes, the;;;;;0034613;1942;1
10584;we are marshall;;;;;0758794;2006;1
10585;fourth man out;;;;;3978720;2015;1
10586;scream 2;;;;;0120082;1997;3
10587;it s a free world;loach, ken;629;;;;;
10588;bring it on;;;;;0204946;2000;3
8892;cinquieme set;quentin reynaud;;2019;long metrage;;;
10589;dias contados;;;;;0109699;1994;3
10590;clash of the santas;;;;;1286742;2008;3
10591;purge: anarchy, the;;;;;2975578;2014;3
10592;homeward bound: the incredible journey;;;;;0107131;1993;1
10593;the big short : le casse du siecle;mckay, adam;361;;;;;
10594;lust, caution;;;;;0808357;2007;3
10595;elektra;;;;;0357277;2005;3
10596;l-shaped room, the;;;;;0057239;1962;3
10597;verden venter;;;;;4800178;2014;3
10598;meaning of life , the;;;;;0085959;1983;1
10599;a florida enchantment;;;;;0003973;1914;2
10600;a royal night out;;;;;1837562;2015;3
10601;ahi va el diablo;;;;;2107648;2012;3
10602;a beautiful day;ramsay, lynne;264;;;;;
10603;last passenger;;;;;1858481;2013;3
10604;le lion blanc de la vallee du limpodo;swan, michael;179;;;;;
10605;midnight cowboy;;;;;0064665;1969;1
10606;highway;;;;;2980794;2014;0
5875;inside/out;michel reilhac;;2016;serie tv;;;
10607;parallax view, the;;;;;0071970;1974;0
10608;incredibles 2;;;;;3606756;2018;3
10609;baader meinhof complex, the;;;;;0765432;2008;3
10610;sunset story;;;;;0368310;2003;3
10611;ludo;;;;;7212754;2020;3
10612;tomo yo shizukani nemure;;;;;0380761;1985;2
10613;layer cake;;;;;0375912;2004;1
10614;l etrange pouvoir de norman;butler, chris;930;;;;;
10615;french kiss;;;;;0113117;1995;2
10616;dialogue avec mon jardinier;;;;;0825244;2007;1
