key_film;TITRE;AUTEUR;nbEmprunt;annee_tournage;type_tournage;imdbid;year;rating
14779;frame, the;;;;;2567038;2014;3
14780;viva riva!;;;;;1723120;2010;3
8480;les ex;maurice barthelemy;;2016;long metrage;;;
14781;matrix revolutions, the;;;;;0242653;2003;3
14782;man who never was, the;;;;;0049471;1956;3
14783;thirteen days;;;;;0146309;2000;1
14784;super troopers;;;;;0247745;2001;1
14785;miss you already;;;;;2245003;2015;3
14786;three coins in the fountain;;;;;0047580;1954;3
8644;play;anthony marciano;;2018;long metrage;;;
14787;le mystaere henri pick;bezancon, raemi;117;;;;;
14788;place publique;jaoui, agnaes;236;;;;;
14789;trainspotting;;;;;0117951;1996;2
14790;l homme qui voulait vivre sa vie;lartigau, eric;613;;;;;
14791;shawshank redemption, the;;;;;0111161;1994;0
14792;nut job 2: nutty by nature, the;;;;;3486626;2017;3
14793;mother;;;;;0117091;1996;3
14794;red 2;;;;;1821694;2013;3
14795;gr&uuml &szlig e aus fukushima (greetings from fukushima);;;;;4667788;2016;3
14796;fate of the furious, the;;;;;4630562;2017;3
14797;always shine;;;;;4392770;2016;3
14798;onward;;;;;7146812;2020;3
14799;good boys;;;;;7343762;2019;3
14800;nekromantik 2;;;;;0102522;1991;1
14801;portrait of a lady on fire;;;;;8613070;2019;3
14802;jumping the broom;;;;;1640484;2011;3
14803;five across the eyes;;;;;0888019;2006;3
14804;deathstalker ii;;;;;0092860;1987;3
14805;of human bondage;;;;;0025586;1934;1
7821;bad buzz;stephane kazandjian;;2016;long metrage;;;
14806;bridesmaids;;;;;1478338;2011;3
14807;peliculas para no dormir: para entrar a vivir;;;;;0477311;2006;3
14808;doctor strange;derrickson, scott;284;;;;;
14809;madeinusa;;;;;0476298;2006;3
14810;10,000 bc;;;;;0443649;2008;1
14811;ariol : la machine a etre le premier de la classe;sengelin, emilie;329;;;;;
14812;true grit;coen, ethan;190;;;;;
14813;bridge on the river kwai, the;;;;;0050212;1957;1
14814;seventh moon;;;;;1052040;2008;0
14815;mostly unfabulous social life of ethan green, the;;;;;0424287;2005;3
14816;house of yes, the;;;;;0119324;1997;3
14817;hate u give, the;;;;;5580266;2018;3
8199;derby girl;nikola lange;;2019;serie web;;;
14818;pink;;;;;5571734;2016;3
14819;day night day night;;;;;0499455;2006;3
14820;le magasin des suicides;leconte, patrice;517;;;;;
14821;spy kids 3-d: game over;;;;;0338459;2003;3
7869;de l'or pour les chiens;anna cazanave-cambet;;2019;long metrage;;;
14822;no retreat, no surrender 3: blood brothers;;;;;0100266;1990;0
14823;carefree;;;;;0029971;1938;2
14824;bayonetta: bloody fate;;;;;3306776;2013;3
14825;abraham lincoln: vampire hunter;;;;;1611224;2012;3
14826;wild america;;;;;0120512;1997;2
14827;la vie domestique;czajka, isabelle;724;;;;;
14828;san francisco;;;;;0028216;1936;1
14829;pete smalls is dead;;;;;1381413;2010;1
14830;mindwalk;;;;;0100151;1990;3
14831;harter brocken;;;;;3981858;2015;3
14832;le traone de fer. saison 8, intaegrale;benioff, david;80;;;;;
14833;all the president's men;;;;;0074119;1976;1
14834;is it college yet?;;;;;0285627;2002;3
14835;little girl who lives down the lane, the;;;;;0074806;1976;3
14836;royal corgi;stassen, ben;83;;;;;
14837;a halloween puppy;;;;;2404153;2012;2
14838;oranges are not the only fruit;;;;;0098032;1989;3
14839;jackie brown;;;;;0119396;1997;3
14840;arrietty;;;;;1568921;2010;3
5810;les dents, pipi, au lit.;emmanuel gillibert;;2017;long metrage;;;
14841;you're not you;;;;;1198156;2014;3
14842;i call it love;;;;;4211680;2014;0
14843;le hobbit : la bataille des cinq armees;jackson, peter;1021;;;;;
14844;cavalcade;;;;;0023876;1933;3
14845;computer chess;;;;;2007360;2013;1
14846;bill;;;;;2978576;2015;2
14847;everything, everything;;;;;5001718;2017;3
14848;art of getting by, the;;;;;1645080;2011;1
14849;simple simon;;;;;1686313;2010;1
8376;mon poussin;frederic forestier;;2016;long metrage;;;
14850;straw dogs;;;;;0999913;2011;3
14851;i was a male war bride;;;;;0041498;1949;2
14852;ice station zebra;;;;;0063121;1968;0
14853;'71;;;;;2614684;2014;0
14854;london river;;;;;1227787;2009;3
14855;under capricorn;;;;;0042004;1949;3
14856;&quot masters of horror&quot  pro-life;;;;;0785532;2006;3
14857;das leben der anderen;;;;;0405094;2006;0
14858;what lies beneath;;;;;0161081;2000;3
14859;knock on wood;;;;;0047152;1954;1
14860;road to wellville, the;;;;;0111001;1994;3
14861;spacked out;;;;;0282753;2000;1
14862;hemlock grove;;;;;2309295;2013;3
14863;l aage de glace 5 : les lois de l univers;thurmeier, michael;129;;;;;
14864;l apparition;giannoli, xavier;258;;;;;
14865;spirit of jeet kune do, the;;;;;0390205;2004;1
14866;night at the museum: secret of the tomb;;;;;2692250;2014;1
14867;legally blonde;;;;;0250494;2001;3
14868;a bug's life;;;;;0120623;1998;3
14869;charade;;;;;0056923;1963;2
14870;mr. holmes;;;;;3168230;2015;1
14871;ko-ri-a;;;;;2328503;2012;3
14872;aliens vs. predator: requiem;;;;;0758730;2007;3
14873;conducta;;;;;3595966;2014;3
14874;valiant;;;;;0361089;2005;1
14875;burn after reading;;;;;0887883;2008;1
14876;pinky;;;;;0041746;1949;3
14877;heartless;;;;;1220214;2009;1
14878;minority report;spielberg, steven;1186;;;;;
14879;people under the stairs, the;;;;;0105121;1991;3
14880;heartbeats;;;;;1600524;2010;2
14881;miss sadie thompson;;;;;0046076;1953;3
14882;brink's job, the;;;;;0077275;1978;1
14883;boys don't cry;;;;;0171804;1999;2
14884;hunger, the;;;;;0085701;1983;3
14885;uncle buck;;;;;0098554;1989;3
14886;haunting, the;;;;;0171363;1999;3
14887;pebble and the penguin, the;;;;;0114108;1995;2
14888;step up revolution;;;;;1800741;2012;3
14889;girl who kicked the hornets' nest, the;;;;;1343097;2009;3
14890;monsieur & madame adelman;bedos, nicolas;150;;;;;
14891;les dames du bois de boulogne;;;;;0037630;1945;3
14892;miss minoes (a.k.a undercover kitty);;;;;0279231;2001;3
14893;being flynn;;;;;0455323;2012;1
14894;celda 211;;;;;1242422;2009;0
14895;faults;;;;;3021360;2014;3
8128;miss;ruben alves;;2019;long metrage;;;
315;gemini;;;2017;long metrage;;;
14896;vikings;;;;;2306299;2013;3
14897;tangled;;;;;0398286;2010;3
8850;vive la crise;jean francois davy;;2016;long metrage;;;
14898;clear and present danger;;;;;0109444;1994;0
14899;ali: fear eats the soul;;;;;0071141;1974;3
14900;spies in disguise;;;;;5814534;2019;3
14901;nice girls don't explode;;;;;0093617;1987;3
14902;gia;;;;;0123865;1998;3
14903;french immersion;;;;;1674692;2011;3
14904;forgiveness of blood, the;;;;;1787127;2011;3
14905;a ring of endless light;;;;;0282123;2002;3
14906;guard, the;;;;;1540133;2011;1
7842;munch  saison 2;frederic berthe;;2018;serie tv;;;
14907;sliver;;;;;0108162;1993;3
14908;wedding banquet, the;;;;;0107156;1993;3
14909;what happened to monday;;;;;1536537;2017;3
14910;southland tales;;;;;0405336;2006;3
14911;vanilla sky;;;;;0259711;2001;1
14912;hell;;;;;1643222;2011;3
8424;rebecca;didier le pecheurs;;2020;serie tv;;;
14913;boccaccio &acute 70;;;;;0055805;1962;2
7794;je voudrais que quelqu'un m'attende quelque part;arnaud viard;;2018;long metrage;;;
14914;world, the flesh and the devil, the;;;;;0053454;1959;0
14915;horrible bosses 2;;;;;2170439;2014;1
8336;emma;alfred lot;;2016;serie tv;;;
14916;love &amp  air sex;;;;;2388759;2013;3
14917;solaris;;;;;0307479;2002;1
14918;two days, one night;;;;;2737050;2014;3
14919;lost in the stratosphere;;;;;0025424;1934;2
8664;paris police 1900;julien despaux;;2019;serie tv;;;
14920;making of '...and god spoke', the;;;;;0107492;1993;1
14921;bend it like beckham;;;;;0286499;2002;3
14922;se7en;;;;;0114369;1995;1
8599;jalouse;stephane et david foenkinos;;2017;long metrage;;;
14923;gremlins;;;;;0087363;1984;1
14924;teenage mutant ninja turtles;;;;;1291150;2014;3
14925;les femmes du bus 678;diab, mohamed;959;;;;;
8159;les bonnes intentions;gilles legrand;;2018;long metrage;;;
14926;rudolph, the red-nosed reindeer;;;;;0058536;1964;1
14927;la petite taupe et la fusee : 2;miler, zdenek;165;;;;;
14928;yip man: jung gik yat jin;;;;;2495118;2013;3
14929;aquaman;wan, james;100;;;;;
14930;big wedding, the;;;;;1931435;2013;3
14931;exils;gatlif, tony;128;;;;;
14932;lourdes;;;;;1405809;2009;3
14933;let's be cops;;;;;1924435;2014;0
14934;factory, the;;;;;1132285;2012;3
14935;moonlight;jenkins, barry;396;;;;;
14936;first purge , the;;;;;6133466;2018;3
14937;stalingrad;;;;;1966566;2013;1
14938;fjellet;;;;;1813314;2011;3
14939;reef, the;;;;;1320291;2010;1
14940;untamable whiskers, the;;;;;0135631;1904;0
8578;lrdm - patriot season 2;steven conrad;;2017;serie tv;;;
2245;merci de ne pas toucher;cecilia de arce;;2020;serie web;;;
14941;from here to eternity;;;;;0045793;1953;3
14942;ashley;;;;;2084093;2013;3
14943;great white silence, the;;;;;1764657;1924;0
14944;in a world...;;;;;2294677;2013;3
14945;ted;macfarlane, seth;381;;;;;
14946;other boleyn girl, the;;;;;0467200;2008;3
14947;les tuche 2 : le reve americain;baroux, olivier;139;;;;;
14948;gumball rally, the;;;;;0074597;1976;3
8787;josephine ange gardien 112/113;nicolas herdt;;2020;serie tv;;;
14949;voyage au centre de la terre;brevig, eric;170;;;;;
14950;a clockwork orange;;;;;0066921;1971;1
14951;handmaiden (ah-ga-ssi) , the;;;;;4016934;2016;3
14952;flight of the navigator;;;;;0091059;1986;3
14953;music lover, the;;;;;0000455;1903;0
5355;ecole de cuisine;zhou yao wu;;2017;serie web;;;
14954;vendetta;;;;;0162735;1999;1
14955;freaky;;;;;10919380;2020;3
14956;hate crime;;;;;0415833;2005;2
14957;homeland. saison 6, integrale;gordon, howard;133;;;;;
14958;stella dallas;;;;;0029608;1937;3
14959;before sunrise;;;;;0112471;1995;0
14960;froid comme l'&eacute t&eacute  (cold as summer);;;;;0305589;2002;3
14961;band wagon, the;;;;;0045537;1953;1
14962;bratz the video: starrin' &amp  stylin';;;;;1469259;2004;3
14963;alvin and the chipmunks: chipwrecked;;;;;1615918;2011;3
14964;volver;almodovar, pedro;329;;;;;
8123;les chatouilles 4;andrea bescond et eric metayer;;2017;long metrage;;;
14965;my little pony equestria girls: forgotten friendship;;;;;7869818;2018;3
14966;four brothers;;;;;0430105;2005;1
14967;paradise road;;;;;0119859;1997;3
14968;expendables, the;;;;;1320253;2010;1
5626;meme pas froid;elise otzenberger;;2017;long metrage;;;
3088;femme enfant;amro hamzawi;;2018;long metrage;;;
14969;map of the sounds of tokyo;;;;;1185376;2009;1
14970;detachment;kaye, tony;163;;;;;
14971;scooby doo 2: monsters unleashed;;;;;0331632;2004;3
14972;grease;;;;;0077631;1978;3
14973;roald dahl's esio trot;;;;;3205394;2015;1
14974;uncovered;;;;;0111549;1994;3
14975;alien 3;;;;;0103644;1992;0
14976;savages;;;;;1615065;2012;3
14977;haunting of whaley house, the;;;;;2396701;2012;3
14978;brave story;;;;;0778631;2006;1
14979;comicos;;;;;0045665;1954;3
14980;pokemon the movie: destiny deoxys;;;;;0435286;2004;1
14981;gremlins 2 : la nouvelle generation;dante, joe;294;;;;;
14982;school for scoundrels;;;;;0054279;1960;1
14983;ghost and mrs. muir, the;;;;;0039420;1947;3
14984;nick and norah's infinite playlist;;;;;0981227;2008;3
14985;top secret!;;;;;0088286;1984;0
14986;un illustre inconnu;delaporte, matthieu;330;;;;;
14987;numbers station, the;;;;;1659338;2013;1
14988;cover girl;;;;;0036723;1944;3
14989;insidious;;;;;1591095;2010;3
14990;stage door;;;;;0029604;1937;3
14991;kill 'em all;;;;;1928335;2012;1
14992;fanboys;;;;;0489049;2008;0
14993;half nelson;fleck, ryan;174;;;;;
14994;trojan women, the;;;;;0067881;1971;3
14995;american ultra;;;;;3316948;2015;1
14996;operation delta force 5: random fire;;;;;0227200;2000;0
14997;hit girl, the;;;;;2651924;2013;3
14998;come back to the five and dime, jimmy dean, jimmy dean;;;;;0083745;1982;3
14999;i'm so excited;;;;;2243389;2013;2
15000;sweet and lowdown;;;;;0158371;1999;1
15001;on tour;;;;;1451762;2010;3
7610;que le diable nous emporte;jean claude brisseau;;2016;long metrage;;;
15002;coco;unkrich, lee;615;;;;;
15003;steven universe: the movie;;;;;10515852;2019;3
15004;shack, the;;;;;2872518;2017;3
15005;manhattan project, the;;;;;0091472;1986;2
15006;last exorcism part ii, the;;;;;2034139;2013;3
15007;silkwood;;;;;0086312;1983;3
15008;seventh continent, the;;;;;0098327;1989;3
15009;night train to lisbon;;;;;1654523;2013;1
15010;diamantino;;;;;6522668;2018;3
15011;elvira's haunted hills;;;;;0265171;2001;3
15012;barbecue;lavaine, eric;735;;;;;
15013;shanghai noon;;;;;0184894;2000;1
15014;mary and the witch's flower;;;;;6336356;2017;3
15015;il richiamo;;;;;1463167;2009;3
15016;chernobyl. intaegrale;mazin, craig;100;;;;;
15017;dead don't die, the;;;;;8695030;2019;3
15018;duke of burgundy, the;;;;;2570858;2015;3
15019;young and prodigious t.s. spivet, the;;;;;1981107;2013;3
15020;an extremely goofy movie;;;;;0208185;2000;1
15021;barefoot in the park;;;;;0061385;1967;3
15022;mojave;;;;;2322517;2015;1
15023;il giorno della civetta;;;;;0063010;1968;0
15024;kid who would be king, the;;;;;6811018;2019;1
15025;testament of orpheus;;;;;0054377;1960;1
15026;dr. strangelove or: how i learned to stop worrying and love the bomb;;;;;0057012;1964;0
15027;infernal boiling pot, the;;;;;0135180;1903;0
15028;knives out;;;;;8946378;2019;3
15029;crystal fairy &amp  the magical cactus and 2012;;;;;2332579;2013;3
15030;nina's heavenly delights;;;;;0435706;2006;3
15031;dirty 30;;;;;5521550;2016;3
15032;public enemies;;;;;1152836;2009;1
15033;secrets &amp  lies;;;;;0117589;1996;3
15034;night school;;;;;6781982;2018;3
15035;good doctor, the;;;;;1582271;2011;3
15036;count of monte cristo, the;;;;;0025004;1934;1
15037;breed, the;;;;;0265104;2001;0
15038;21 &amp  over;;;;;1711425;2013;1
15039;vattnet;;;;;2509008;2012;0
8326;plan b;christophe campos;;2020;serie tv;;;
15040;you've got mail;;;;;0128853;1998;3
15041;forest, the;;;;;3387542;2016;3
15042;gambit;;;;;0404978;2012;1
15043;ms. 45;;;;;0082776;1981;3
15044;alice, de l autre cote du miroir;bobin, james;391;;;;;
15045;8&frac12 ;;;;;0056801;1963;3
15046;star wars: episode ix - the rise of skywalker;;;;;2527338;2019;3
15047;la-haut;docter, pete;1923;;;;;
15048;eat, pray, love;;;;;0879870;2010;3
15049;hors-la-loi;bouchareb, rachid;550;;;;;
15050;all the ships at sea;;;;;0459175;2004;3
15051;jesus, bro!;;;;;5878326;2017;1
15052;four daughters;;;;;0030149;1938;3
15053;pride and prejudice;;;;;0414387;2005;3
15054;wolf of wall street, the;;;;;0993846;2013;3
15055;in a lonely place;;;;;0042593;1950;2
15056;fei hu wai zhuan;;;;;0104246;1993;2
5699;dix pour cent - saison 3;;;2018;serie tv;;;
15057;dark phoenix;;;;;6565702;2019;3
15058;memoires d une geisha;marshall, rob;118;;;;;
15059;stories we tell;;;;;2366450;2012;3
2403;mystere a l'elysee;renaud betrand;;2018;telefilm;;;
15060;baby, the;;;;;0069754;1973;3
15061;welcome to the dollhouse;;;;;0114906;1995;3
15062;passion fish;;;;;0105107;1992;3
15063;tank girl;;;;;0114614;1995;3
15064;ava's possession;;;;;3727982;2015;3
15065;your friends and neighbors;;;;;0119517;1998;3
15066;la merditude des choses;van groeningen, felix;473;;;;;
7532;la grande classe;remy four et  julien war;;2018;telefilm;;;
15067;naissance des pieuvres;;;;;0869977;2007;3
6711;skam saison 3 et 4 semaine 7 sur 8;;;2018;serie web;;;
15068;would you rather;;;;;1999995;2012;3
15069;underdog;;;;;0467110;2007;1
6880;chroniques parisiennes 18;zabou breitman;;2017;serie tv;;;
15070;wetherby;;;;;0090310;1985;3
15071;entre les murs;cantet, laurent;924;;;;;
15072;az otodik pecset;;;;;0075467;1976;1
15073;jackie;;;;;1619029;2016;3
15074;german doctor, the;;;;;1847746;2013;3
15075;doctor strange;;;;;1211837;2016;1
15076;carriers;;;;;0806203;2009;3
15077;who am i - kein system ist sicher;;;;;3042408;2014;2
15078;cry 'havoc';;;;;0035770;1943;3
15079;stonehenge apocalypse;;;;;1488598;2010;3
15080;mcqueen;;;;;6510332;2018;0
15081;le grand bain;lellouche, gilles;338;;;;;
15082;a perfect getaway;;;;;0971209;2009;3
15083;witness;;;;;0090329;1985;3
15084;ring (ringu);;;;;0178868;1998;3
15085;brooklyn;crowley, john;279;;;;;
15086;screaming skull, the;;;;;0052169;1958;2
15087;long way north;;;;;2262345;2015;1
15088;surely someday;;;;;1450332;2010;1
15089;mad money;;;;;0951216;2008;3
8499;tout simplement noir;jean pascal zadi et john waxxx;;2019;long metrage;;;
15090;gomorra;garrone, matteo;127;;;;;
15091;le geant de fer;bird, brad;662;;;;;
15092;toni erdmann;;;;;4048272;2016;3
15093;dracula (horror of dracula);;;;;0051554;1958;3
15094;goodbye lenin!;;;;;0301357;2003;3
15095;stop! or my mom will shoot;;;;;0105477;1992;2
15096;le vilain;dupontel, albert.;623;;;;;
15097;anchorman: the legend of ron burgundy;;;;;0357413;2004;3
15098;rundskop;;;;;1821593;2011;2
15099;les infideles;dujardin, jean;459;;;;;
15100;les beaux jours;vernoux, marion;375;;;;;
15101;sideways;;;;;0375063;2004;3
15102;mirror, the;;;;;0072443;1975;3
15103;that's not me;;;;;4738802;2017;3
15104;bigger than life;;;;;0049010;1956;0
8799;clem/saison 7;christophe campos;;2016;serie tv;;;
15105;3 days to kill;;;;;2172934;2014;3
15106;shame;mcqueen, steve;742;;;;;
15107;poltergeist iii;;;;;0095889;1988;3
15108;daikaiju kuchusen: gamera tai gyaosu;;;;;0061695;1967;0
15109;prince and the showgirl, the;;;;;0050861;1957;3
15110;la guerre est declaree;donzelli, valerie;339;;;;;
15111;body double;;;;;0086984;1984;2
15112;sticky fingers of time, the;;;;;0127302;1997;3
15113;yesterday was a lie;;;;;0448182;2009;3
15114;parental guidance;;;;;1047540;2012;3
15115;legends of the fall;;;;;0110322;1994;3
15116;le convoyeur;boukhrief, nicolas;314;;;;;
15117;parallels;;;;;3479316;2014;3
15118;highlander;;;;;0091203;1986;2
15119;rocketeer, the;;;;;0102803;1991;1
15120;k&ocirc kaku kid&ocirc tai (ghost in the shell);;;;;0113568;1995;0
15121;under the silver lake;;;;;5691670;2019;0
15122;transporter refueled, the;;;;;2938956;2015;3
15123;little buddha;;;;;0107426;1993;1
15124;underwater;;;;;5774060;2020;3
15125;return of jafar, the;;;;;0107952;1994;0
15126;never let me go;;;;;1334260;2010;3
15127;stretch;;;;;2494280;2014;1
15128;dark water;;;;;0382628;2005;3
8351;corporate;nicolas silhol;;2016;long metrage;;;
15129;not cool;;;;;3569356;2014;3
8494;army of the dead meanwhile in germany;matthias schweighoffer;;2020;long metrage;;;
15130;beautiful kate;;;;;1209377;2009;3
15131;elvis &amp  nixon;;;;;2093991;2016;2
15132;madagascar 2;darnell, eric;1795;;;;;
15133;born on the fourth of july;;;;;0096969;1989;3
15134;prom night;;;;;0926129;2008;3
15135;seventh veil, the;;;;;0038924;1945;3
15136;l aile de nim;flackett, jennifer;155;;;;;
15137;paranormal activity: the marked ones;;;;;2473682;2014;2
15138;pagemaster, the;;;;;0110763;1994;1
15139;trust fund;;;;;3969208;2015;3
15140;naqoyqatsi;;;;;0145937;2002;0
15141;but i'm a cheerleader;;;;;0179116;1999;3
15142;showgirls;;;;;0114436;1995;3
15143;big eyes;burton, tim;680;;;;;
15144;clueless;;;;;0112697;1995;3
15145;blockers;;;;;2531344;2018;3
15146;specialist, the;;;;;0111255;1994;1
15147;le royaume de ga hoole : la legende des gardiens;snyder, zach;1210;;;;;
15148;perfect match, the;;;;;4871980;2016;2
7921;munch saison 3;laurent tuel;;2019;serie tv;;;
15149;east side sushi;;;;;2340650;2014;3
15150;pale rider;;;;;0089767;1985;2
15151;my prison yard;;;;;1103193;2008;3
15152;mia et le lion blanc;maistre, gilles de;82;;;;;
15153;pan;;;;;3332064;2015;1
15154;stars above;;;;;2142955;2012;3
15155;evil cult, the;;;;;0108624;1993;3
15156;barbie fairytopia: magic of the rainbow;;;;;1007920;2007;3
15157;into the wild;penn, sean;1216;;;;;
15158;call northside 777;;;;;0040202;1948;1
15159;godzilla 1985;;;;;0087344;1984;0
15160;siege of jadotville, the;;;;;3922798;2016;1
15161;one i love, the;;;;;2756032;2014;3
15162;little manhattan;;;;;0412922;2005;3
15163;blade runner 2049;;;;;1856101;2017;3
15164;madagascar 3 : bons baisers d europe;darnell, eric;2042;;;;;
15165;metropolis;;;;;0017136;1927;1
15166;straight talk;;;;;0105481;1992;3
15167;jonathan;;;;;5639446;2018;1
15168;mickey, donald, goofy: the three musketeers;;;;;0371823;2004;2
15169;off the map;;;;;0332285;2003;3
15170;girl most likely;;;;;1698648;2013;3
15171;je vous souhaite d etre follement aimee;lecomte, ounie;147;;;;;
15172;ava;mysius, lea;142;;;;;
15173;meurtre mysterieux a manhattan;allen, woody;118;;;;;
15174;green lantern;campbell, martin;203;;;;;
15175;electrick children;;;;;2139843;2012;3
15176;i had a bloody good time at house harker;;;;;4779026;2016;1
15177;millenium : les hommes qui n aimaient pas les femmes;fincher, david;561;;;;;
15178;black sunday;;;;;0054067;1960;3
15179;une nouvelle amie;;;;;3184934;2014;2
15180;now you see me 2;;;;;3110958;2016;1
15181;tim and eric's billion dollar movie;;;;;1855401;2012;0
15182;les gamins;marciano, anthony.;429;;;;;
15183;cracks;;;;;1183665;2009;3
8766;les filles de reims;julien hallard;;2016;long metrage;;;
15184;die hohle des gelben hundes;;;;;0432325;2005;3
15185;oseam;baek-yeop, sung;130;;;;;
15186;she's a boy i knew;;;;;1095496;2007;3
15187;red;;;;;1245526;2010;2
15188;fourmiz;darnell, eric;733;;;;;
15189;ben &amp  arthur;;;;;0364986;2002;1
15190;ghost in the shell;;;;;1219827;2017;3
15191;hot pursuit;;;;;2967224;2015;2
8827;10%/saison 2;jeanne herry;;2016;serie tv;;;
15192;&quot the backyardigans&quot  international super spy;;;;;1095573;2007;2
15193;it could happen to you;;;;;0110167;1994;1
15194;the giver;noyce, phillip;331;;;;;
15195;home for the holidays;;;;;0113321;1995;3
15196;years and years. intaegrale;davies, russell t.;80;;;;;
15197;la belle endormie;bellocchio, marco;159;;;;;
15198;birdman;;;;;2562232;2014;3
15199;amador;;;;;1477171;2010;3
15200;les novices;;;;;0066164;1970;3
15201;summer holiday;;;;;0057541;1963;3
15202;nim's island;;;;;0410377;2008;3
15203;ordinary people;;;;;0081283;1980;2
15204;hansel and gretel get baked;;;;;2081194;2013;3
15205;rise of the animals;;;;;1954780;2012;3
15206;a dangerous method;cronenberg, david;617;;;;;
15207;trishna;;;;;1836987;2011;3
15208;let's make love;;;;;0054022;1960;2
15209;green inferno, the;;;;;2403021;2015;3
15210;le prenom;la patelliere, alexandre de;536;;;;;
4942;fugueuse - semaine 2 sur 12;jerome cornuau;;2020;telefilm;;;
7051;munch saison 2;nicolas guicheteau;;2018;serie tv;;;
15211;le divorce;;;;;0306734;2003;3
15212;misfits, the;;;;;0055184;1961;3
15213;charlie wilson's war;;;;;0472062;2007;3
15214;old man &amp  the gun, the;;;;;2837574;2018;1
15215;dialogue avec mon jardinier;becker, jean;320;;;;;
15216;mortelle randonn&eacute e;;;;;0084358;1983;3
15217;chloe;;;;;1352824;2009;3
15218;the lost city of z;gray, james;442;;;;;
15219;3 women;;;;;0075612;1977;3
15220;la camarista;;;;;8331988;2018;3
15221;another year;;;;;1431181;2010;3
15222;panda petit panda;takahata, isao;1141;;;;;
15223;arthur christmas;;;;;1430607;2011;1
15224;shutter;;;;;0440803;2004;1
15225;big fish;burton, tim;1142;;;;;
8759;maman a tort;marc fitoussi;;2016;long metrage;;;
15226;rogue one : a star wars story;edwards, gareth;510;;;;;
15227;l histoire sans fin;petersen, wolfgang;682;;;;;
15228;rasen;;;;;0134928;1998;1
15229;pierre lapin;gluck, will;273;;;;;
15230;hot chick, the;;;;;0302640;2002;3
15231;four rooms;;;;;0113101;1995;3
8104;blackpills/virgin;nath dumont;;2016;serie tv;;;
8109;eiffel i'm in love 2;rizal mantovani;;2017;long metrage;;;
15232;lovely and amazing;;;;;0258273;2001;3
15233;kung fu panda 3;yuh, jennifer;699;;;;;
15234;higher learning;;;;;0113305;1995;3
15235;roberta;;;;;0026942;1935;3
15236;rodan;;;;;0049782;1956;1
15237;planete 51;blanco, jorge;1298;;;;;
15238;l amie prodigieuse. saison 2 : le nouveau nom, intaegrale;ferrante, elena;67;;;;;
15239;about last night;;;;;1826590;2014;2
15240;you get me;;;;;5539054;2017;3
15241;call, the;;;;;10530176;2020;3
15242;hellraiser iii: hell on earth;;;;;0104409;1992;3
15243;lady in the van, the;;;;;3722070;2015;3
15244;swan princess, the;;;;;0111333;1994;1
15245;me without you;;;;;0263725;2001;3
15246;joe and belle;;;;;1930371;2011;3
15247;see how they fall;;;;;0110958;1994;1
15248;birigyaru;;;;;4195368;2015;3
15249;blood in, blood out;;;;;0106469;1993;0
15250;orca;;;;;0076504;1977;1
15251;oleanna;;;;;0110722;1994;0
15252;soul;;;;;2948372;2020;3
15253;rampant;;;;;6927152;2018;1
15254;suffragette;;;;;3077214;2015;3
15255;constant gardener, the;;;;;0387131;2005;3
15256;&quot chess in concert&quot ;;;;;1340768;2009;1
15257;la nuit au musee 2;levy, shawn;521;;;;;
15258;malefique;stromberg, robert;526;;;;;
15259;inherit the wind;;;;;0053946;1960;3
6195;alice in paris;thibaud martin;;2016;serie tv;;;
15260;eraser;;;;;0116213;1996;3
15261;book of birdie, the;;;;;5142400;2017;3
15262;american pie;;;;;0163651;1999;2
15263;les heures sombres;wright, joe;248;;;;;
8634;dix pour cent saison 3;;;2018;serie tv;;;
15264;detective dee and the mystery of the phantom flame;;;;;1123373;2010;3
15265;indiana jones et la derniaere croisade;spielberg, steven;80;;;;;
15266;evolution;;;;;4291590;2015;0
15267;nick of time;;;;;0113972;1995;3
15268;about sunny;;;;;1198199;2011;3
15269;invisible man, the;;;;;1051906;2020;3
15270;lawrence of arabia;;;;;0056172;1962;0
15271;shrek the third;;;;;0413267;2007;3
15272;tremors 3: back to perfection;;;;;0259685;2001;3
15273;red road;arnold, andrea;161;;;;;
15274;trolls world tour;;;;;6587640;2020;3
15275;little joe;;;;;9204204;2019;3
15276;tron : l heritage;kosinski, joseph;1044;;;;;
15277;foreign correspondent;;;;;0032484;1940;1
15278;top gun;;;;;0092099;1986;2
15279;gekijo-ban non non biyori: vacation;;;;;7785128;2018;3
15280;these three;;;;;0028356;1936;2
15281;20 feet from stardom;;;;;2396566;2013;3
15282;dreamcatcher;;;;;0285531;2003;0
15283;bride of the monster;;;;;0047898;1955;3
6577;ala vaikunthapurramlo;trivikram srinivas;;2019;long metrage;;;
15284;back to the future part iii;;;;;0099088;1990;1
15285;they call me jeeg robot;;;;;3775086;2015;1
15286;les aventures de rabbi jacob;oury, gaerard;207;;;;;
15287;mine vaganti;;;;;1405810;2010;3
15288;new world, the;;;;;0402399;2005;3
15289;lone survivor;;;;;1091191;2013;0
15290;free zone;;;;;0441761;2005;3
15291;unusual cooking;;;;;1802750;1908;0
15292;underworld: rise of the lycans;;;;;0834001;2009;1
15293;splendor;;;;;0127296;1999;3
15294;demain et tous les autres jours;lvovsky, noemie;134;;;;;
15295;cheba louisa;charpiat, francoise;155;;;;;
15296;spectre;mendes, sam;637;;;;;
15297;unexpected;;;;;4145304;2015;3
