key_lieu;id_lieu;adresse_lieu;ardt_lieu;coord_x;coord_y;geo_shape;geo_point_2d
4338;2020-1094;place de la commune de paris, 75013 paris;75013;2.3488333;48.827507;"{""type"": ""Point"", ""coordinates"": [2.348833442015674, 48.82750563323043]}";48.8275056332,2.34883344202
4339;2018-1409;1 place boieldieu, 75002 paris;75002;2.3376553;48.87067;"{""type"": ""Point"", ""coordinates"": [2.337655399848819, 48.87067117300442]}";48.870671173,2.33765539985
4340;2020-540;1bv chemin de ceinture du lac inferieur, 75016 paris;75016;2.2589796;48.858738;"{""type"": ""Point"", ""coordinates"": [2.258979527722489, 48.85873642548254]}";48.8587364255,2.25897952772
4341;2017-879;rue lepic, 75018 paris;75018;2.334296;48.887608;"{""type"": ""Point"", ""coordinates"": [2.334295953895413, 48.88760945286165]}";48.8876094529,2.3342959539
4342;2016-2387;rue  du petit musc;75004;2.364069;48.852627;"{""type"": ""Point"", ""coordinates"": [2.364068999427273, 48.852625999659914]}";48.8526259997,2.36406899943
4343;2018-565;villa des guignieres, 75016 paris;75016;2.2757044;48.856777;"{""type"": ""Point"", ""coordinates"": [2.2757044913820152, 48.85677843154536]}";48.8567784315,2.27570449138
4344;2020-1106;rue de l'esperance, 75013 paris;75013;2.3472295;48.825687;"{""type"": ""Point"", ""coordinates"": [2.347229503886942, 48.82568626580054]}";48.8256862658,2.34722950389
4345;2018-1505;26 rue de sevres, 75007 paris;75007;2.3238068;48.850224;"{""type"": ""Point"", ""coordinates"": [2.323806738722336, 48.850224154291865]}";48.8502241543,2.32380673872
4346;2020-569;67 boulevard de picpus, 75012 paris;75012;2.3996704;48.84662;"{""type"": ""Point"", ""coordinates"": [2.399670410700656, 48.846617924680494]}";48.8466179247,2.3996704107
4347;2017-753;188b rue de rivoli, 75001 paris;75001;2.3330493;48.86359;"{""type"": ""Point"", ""coordinates"": [2.333049183846327, 48.86358967172413]}";48.8635896717,2.33304918385
4348;2016-2423;14  rue  nungesser et coli;75016;2.252466;48.844856;"{""type"": ""Point"", ""coordinates"": [2.252466000256386, 48.84485599971594]}";48.8448559997,2.25246600026
4349;2018-569;rue mondoville, 75020 paris;75020;2.4066203;48.866013;"{""type"": ""Point"", ""coordinates"": [2.406620363006366, 48.86601245134367]}";48.8660124513,2.40662036301
4350;2020-1112;rue des innocents, 75001 paris;75001;2.3474874;48.860462;"{""type"": ""Point"", ""coordinates"": [2.347487455597258, 48.86046194822874]}";48.8604619482,2.3474874556
4351;2018-1510;2 rue turgot, 75009 paris;75009;2.3456388;48.879887;"{""type"": ""Point"", ""coordinates"": [2.345638651005026, 48.87988846874771]}";48.8798884687,2.34563865101
4352;2020-571;13 rue sorbier, 75020 paris;75020;2.3914506;48.866917;"{""type"": ""Point"", ""coordinates"": [2.39145071365762, 48.86691639938848]}";48.8669163994,2.39145071366
4353;2017-754;18 rue de dunkerque, 75010 paris;75010;2.3535504;48.88038;"{""type"": ""Point"", ""coordinates"": [2.353550354253565, 48.880380452030565]}";48.880380452,2.35355035425
4354;2016-2451;144  rue  mouffetard;75005;2.349878;48.83925;"{""type"": ""Point"", ""coordinates"": [2.349877999666079, 48.83924699983921]}";48.8392469998,2.34987799967
4355;2018-577;20 rue la fayette, 75009 paris;75009;2.3359954;48.873695;"{""type"": ""Point"", ""coordinates"": [2.335995319581433, 48.873693578665545]}";48.8736935787,2.33599531958
4356;2020-1115;rue des innocents, 75001 paris;75001;2.3474874;48.860462;"{""type"": ""Point"", ""coordinates"": [2.347487455597258, 48.86046194822874]}";48.8604619482,2.3474874556
4357;2019-1114;48 rue d'orsel, 75018 paris;75018;2.3421202;48.88356;"{""type"": ""Point"", ""coordinates"": [2.342120260645018, 48.88356186886989]}";48.8835618689,2.34212026065
4358;2019-361;76 boulevard de la chapelle, 75018 paris;75018;2.3540306;48.884262;"{""type"": ""Point"", ""coordinates"": [2.3540306315937443, 48.88426156723284]}";48.8842615672,2.35403063159
4359;2017-791;rue saint-lazare, 75009 paris;75009;2.3310204;48.87609;"{""type"": ""Point"", ""coordinates"": [2.331020409064174, 48.876090504017526]}";48.876090504,2.33102040906
4360;2016-2467;rue  palatine;75006;2.335018;48.85063;"{""type"": ""Point"", ""coordinates"": [2.335017999965574, 48.85063200039675]}";48.8506320004,2.33501799997
4361;2018-584;83 rue du mont cenis, 75018 paris;75018;2.3444808;48.892975;"{""type"": ""Point"", ""coordinates"": [2.344480791914346, 48.89297517524865]}";48.8929751752,2.34448079191
4362;2020-1117;place georges moustaki, 75005 paris;75005;2.3502223;48.839413;"{""type"": ""Point"", ""coordinates"": [2.350222234757216, 48.8394135880782]}";48.8394135881,2.35022223476
4363;2019-1408;172 boulevard saint-germain, 75006 paris;75006;2.3325608;48.854134;"{""type"": ""Point"", ""coordinates"": [2.332560661293841, 48.85413488409174]}";48.8541348841,2.33256066129
4364;2019-1646;quai de bourbon, 75004 paris;75004;2.3537748;48.85348;"{""type"": ""Point"", ""coordinates"": [2.353774709922935, 48.85348112012813]}";48.8534811201,2.35377470992
4365;2017-794;avenue des ternes, 75017 paris;75017;2.291376;48.879303;"{""type"": ""Point"", ""coordinates"": [2.29137600656072, 48.87930169085628]}";48.8793016909,2.29137600656
4366;2020-928;14 avenue parmentier, 75011 paris;75011;2.3794353;48.85955;"{""type"": ""Point"", ""coordinates"": [2.3794353844262393, 48.85955084927336]}";48.8595508493,2.37943538443
4367;2018-607;56 rue saint-sebastien, 75011 paris;75011;2.373559;48.86231;"{""type"": ""Point"", ""coordinates"": [2.373558972923222, 48.8623071243272]}";48.8623071243,2.37355897292
4368;2016-1146;rue  bouvines;75011;2.395738;48.849625;"{""type"": ""Point"", ""coordinates"": [2.395738000397466, 48.84962500015903]}";48.8496250002,2.3957380004
4369;2018-767;292 rue saint-martin, 75003 paris;75003;2.3546414;48.866974;"{""type"": ""Point"", ""coordinates"": [2.354641390601379, 48.86697241129094]}";48.8669724113,2.3546413906
4370;2019-1657;rue de lancry, 75010 paris;75010;2.36247;48.871853;"{""type"": ""Point"", ""coordinates"": [2.362469916426492, 48.87185233859569]}";48.8718523386,2.36246991643
4371;2017-951;29 rue d'artois, 75008 paris;75008;2.306616;48.873547;"{""type"": ""Point"", ""coordinates"": [2.306616155222987, 48.87354757135791]}";48.8735475714,2.30661615522
4372;2020-941;rue elsa morante, 75013 paris;75013;2.38209;48.828625;"{""type"": ""Point"", ""coordinates"": [2.382090081300524, 48.828625294619776]}";48.8286252946,2.3820900813
4373;2018-942;rue louis blanc, 75010 paris;75010;2.3605175;48.883614;"{""type"": ""Point"", ""coordinates"": [2.36051746235184, 48.88361460915974]}";48.8836146092,2.36051746235
4374;2016-1171;cours  la reine;75008;2.303314;48.864883;"{""type"": ""Point"", ""coordinates"": [2.303313999808295, 48.864883999623714]}";48.8648839996,2.30331399981
4375;2018-1485;rue poulet, 75018 paris;75018;2.3495047;48.88727;"{""type"": ""Point"", ""coordinates"": [2.349504743436105, 48.88727220420825]}";48.8872722042,2.34950474344
4376;2018-1026;rue guynemer, 75006 paris;75006;2.3323634;48.845417;"{""type"": ""Point"", ""coordinates"": [2.332363475250485, 48.84541865773871]}";48.8454186577,2.33236347525
4377;2017-954;2 place du docteur alfred fournier, 75010 paris;75010;2.3668554;48.87265;"{""type"": ""Point"", ""coordinates"": [2.366855316550306, 48.872650214495216]}";48.8726502145,2.36685531655
4378;2020-945;route des moulins, 75016 paris;75016;2.240361;48.866917;"{""type"": ""Point"", ""coordinates"": [2.240361070809416, 48.866918217641306]}";48.8669182176,2.24036107081
4379;2018-948;151 boulevard saint-germain, 75006 paris;75006;2.332433;48.85377;"{""type"": ""Point"", ""coordinates"": [2.332433072322336, 48.8537708508247]}";48.8537708508,2.33243307232
4380;2016-1192;15  rue  princesse;75006;2.334578;48.852047;"{""type"": ""Point"", ""coordinates"": [2.334578000447667, 48.852046000189574]}";48.8520460002,2.33457800045
4381;2018-882;25 rue d'alsace, 75010 paris;75010;2.3582206;48.87799;"{""type"": ""Point"", ""coordinates"": [2.35822059419438, 48.87799023335912]}";48.8779902334,2.35822059419
4382;2016-422;24/26  rue  des carmes;75005;2.347102;48.84846;"{""type"": ""Point"", ""coordinates"": [2.347102000018104, 48.84846199969698]}";48.8484619997,2.34710200002
4383;2017-966;37 boulevard saint-martin, 75003 paris;75003;2.3576496;48.868492;"{""type"": ""Point"", ""coordinates"": [2.357649486118571, 48.86849143813784]}";48.8684914381,2.35764948612
4384;2020-950;272 rue du faubourg saint-honore, 75008 paris;75008;2.2988515;48.877766;"{""type"": ""Point"", ""coordinates"": [2.298851473488194, 48.87776714239824]}";48.8777671424,2.29885147349
4385;2018-1002;18 rue du commerce, 75015 paris;75015;2.29665;48.84808;"{""type"": ""Point"", ""coordinates"": [2.29664998190003, 48.848081332252555]}";48.8480813323,2.2966499819
4386;2016-2687;rue  de harlay;75001;2.343164;48.8567;"{""type"": ""Point"", ""coordinates"": [2.343163999795175, 48.856700999715514]}";48.8567009997,2.3431639998
4387;2018-1560;pont au change, 75004 paris;75004;2.3470526;48.85708;"{""type"": ""Point"", ""coordinates"": [2.347052654689846, 48.85707904632761]}";48.8570790463,2.34705265469
4388;2016-456;12  rue  de singer;75016;2.278729;48.855614;"{""type"": ""Point"", ""coordinates"": [2.278729000615082, 48.855613000264164]}";48.8556130003,2.27872900062
4389;2017-984;1 rue des panoyaux, 75020 paris;75020;2.3842845;48.866196;"{""type"": ""Point"", ""coordinates"": [2.384284487464202, 48.866195485114744]}";48.8661954851,2.38428448746
4390;2020-968;locaux jardiniers aj 8 nord / 9 du square hector berlioz, 75009 paris;75009;2.3298588;48.88316;"{""type"": ""Point"", ""coordinates"": [2.3298586787047553, 48.88316112169198]}";48.8831611217,2.3298586787
4391;2019-734;47 avenue du marechal fayolle, 75116 paris;75116;2.270768;48.867847;"{""type"": ""Point"", ""coordinates"": [2.270768016755687, 48.867845802567025]}";48.8678458026,2.27076801676
4392;2016-2706;1  rue  du sabot;75006;2.3314;48.852882;"{""type"": ""Point"", ""coordinates"": [2.33139999983691, 48.852880999810395]}";48.8528809998,2.33139999984
4393;2016-468;avenue  de l'observatoire;75006;2.33752;48.84218;"{""type"": ""Point"", ""coordinates"": [2.337520000455072, 48.842178999809136]}";48.8421789998,2.33752000046
4394;2017-1003;5 rue cernuschi, 75017 paris;75017;2.3071861;48.88634;"{""type"": ""Point"", ""coordinates"": [2.307186107402077, 48.886342072017605]}";48.886342072,2.3071861074
4395;2020-969;122 boulevard de clichy, 75018 paris;75018;2.3300164;48.88463;"{""type"": ""Point"", ""coordinates"": [2.330016481439685, 48.88462775261161]}";48.8846277526,2.33001648144
4396;2019-735;avenue de saint-cloud, 75016 paris;75016;2.2550583;48.85791;"{""type"": ""Point"", ""coordinates"": [2.255058358905374, 48.85790831317155]}";48.8579083132,2.25505835891
4397;2016-2726;103/111  boulevard  de grenelle;75015;2.297753;48.849335;"{""type"": ""Point"", ""coordinates"": [2.297752999508052, 48.84933400027847]}";48.8493340003,2.29775299951
4398;2016-483;12  rue  du renard;75014;2.323148;48.83139;"{""type"": ""Point"", ""coordinates"": [2.323147999883153, 48.831390999709335]}";48.8313909997,2.32314799988
4399;2017-1019;1 rue alphonse de neuville, 75017 paris;75017;2.302812;48.885452;"{""type"": ""Point"", ""coordinates"": [2.302812001205297, 48.88545076018576]}";48.8854507602,2.30281200121
4400;2020-972;rue ramponeau, 75020 paris;75020;2.3810675;48.871563;"{""type"": ""Point"", ""coordinates"": [2.381067538365306, 48.87156263886527]}";48.8715626389,2.38106753837
4401;2019-741;3 rue de l'alboni, 75016 paris;75016;2.2860482;48.85708;"{""type"": ""Point"", ""coordinates"": [2.286048276748864, 48.85707665728409]}";48.8570766573,2.28604827675
4402;2016-2750;parc  des buttes chaumont;75019;2.387537;48.879185;"{""type"": ""Point"", ""coordinates"": [2.387536999394646, 48.879185999860795]}";48.8791859999,2.38753699939
4403;2016-504;rue  saint denis/du caire;75002;2.350652;48.867615;"{""type"": ""Point"", ""coordinates"": [2.350652000115698, 48.867616000164006]}";48.8676160002,2.35065200012
4404;2017-1216;avenue richerand, 75010 paris;75010;2.365862;48.872055;"{""type"": ""Point"", ""coordinates"": [2.365861786095865, 48.87205362304791]}";48.872053623,2.3658617861
4405;2020-984;3 rue gaston de caillavet, 75015 paris;75015;2.2833219;48.849705;"{""type"": ""Point"", ""coordinates"": [2.283321859400401, 48.84970495710139]}";48.8497049571,2.2833218594
4406;2019-750;rue keller, 75011 paris;75011;2.3769314;48.853386;"{""type"": ""Point"", ""coordinates"": [2.376931466504454, 48.85338684894]}";48.8533868489,2.3769314665
4407;2016-2770;42  rue  scheffer;75016;2.28159;48.8625;"{""type"": ""Point"", ""coordinates"": [2.281589999538102, 48.862498999740986]}";48.8624989997,2.28158999954
4408;2016-2033;place  joffre;75007;2.303246;48.852646;"{""type"": ""Point"", ""coordinates"": [2.303245999349314, 48.85264700007523]}";48.8526470001,2.30324599935
4409;2017-798;75 cours de vincennes, 75020 paris;75020;2.4069676;48.84782;"{""type"": ""Point"", ""coordinates"": [2.406967533075445, 48.84781843278454]}";48.8478184328,2.40696753308
4410;2016-914;8  rue  rasselin;75020;2.409495;48.853897;"{""type"": ""Point"", ""coordinates"": [2.409494999852281, 48.85389699968367]}";48.8538969997,2.40949499985
4411;2019-771;rue albinoni, 75012 paris;75012;2.3886704;48.842167;"{""type"": ""Point"", ""coordinates"": [2.388670467605994, 48.84216637779415]}";48.8421663778,2.38867046761
4412;2016-2775;rue  de la bourse;75002;2.339595;48.869553;"{""type"": ""Point"", ""coordinates"": [2.33959500019362, 48.869551999972366]}";48.869552,2.33959500019
4413;2016-2052;bois*  de boulogne;75016;2.286885;48.875134;"{""type"": ""Point"", ""coordinates"": [2.286884999968946, 48.875133000370575]}";48.8751330004,2.28688499997
4414;2017-1064;place de la bataille de stalingrad, 75019 paris;75019;2.3695743;48.883068;"{""type"": ""Point"", ""coordinates"": [2.369574283713494, 48.883067330627135]}";48.8830673306,2.36957428371
4415;2016-937;boulevard  berthier et contre allee;75017;2.30081;48.88879;"{""type"": ""Point"", ""coordinates"": [2.300810000165357, 48.888791999845026]}";48.8887919998,2.30081000017
4416;2019-892;2 rue bignon, 75012 paris;75012;2.3883545;48.840298;"{""type"": ""Point"", ""coordinates"": [2.388354559542072, 48.84029836554184]}";48.8402983655,2.38835455954
4417;2020-1157;place de l'hotel de ville-esplanade de la liberation, 75004 paris;75004;2.350741;48.856194;"{""type"": ""Point"", ""coordinates"": [2.350740821523064, 48.85619428585332]}";48.8561942859,2.35074082152
4418;2016-2053;rue  des hospitalieres saint gervais;75004;2.358936;48.857944;"{""type"": ""Point"", ""coordinates"": [2.358936000586888, 48.857943000162194]}";48.8579430002,2.35893600059
4419;2017-1082;2 rue albert einstein, 75013 paris;75013;2.3826008;48.826237;"{""type"": ""Point"", ""coordinates"": [2.382600887500222, 48.82623656579173]}";48.8262365658,2.3826008875
4420;2016-963;28  rue  geoffroy l'asnier;75004;2.356798;48.855034;"{""type"": ""Point"", ""coordinates"": [2.356797999999164, 48.8550329997716]}";48.8550329998,2.356798
4421;2019-895;9 place des vosges, 75004 paris;75004;2.3643405;48.855297;"{""type"": ""Point"", ""coordinates"": [2.36434063700701, 48.85529709265599]}";48.8552970927,2.36434063701
4422;2016-1225;22  rue  marx dormoy;75018;2.359647;48.886105;"{""type"": ""Point"", ""coordinates"": [2.359647000535352, 48.88610400043779]}";48.8861040004,2.35964700054
4423;2016-2055;pont  neuf;75001;2.344139;48.860317;"{""type"": ""Point"", ""coordinates"": [2.344139000660152, 48.860317000149195]}";48.8603170001,2.34413900066
4424;2017-1564;pont charles de gaulle, 75012 paris;75012;2.369136;48.842587;"{""type"": ""Point"", ""coordinates"": [2.369136015986842, 48.84258570428102]}";48.8425857043,2.36913601599
4425;2016-973;37  boulevard  de clichy;75009;2.33523;48.88279;"{""type"": ""Point"", ""coordinates"": [2.335230000391096, 48.88278800025741]}";48.8827880003,2.33523000039
4426;2019-902;boulevard auguste blanqui, 75013 paris;75013;2.3496602;48.82942;"{""type"": ""Point"", ""coordinates"": [2.349660062728245, 48.82941979021666]}";48.8294197902,2.34966006273
4427;2016-1230;rue  de la banque;75002;2.340613;48.867535;"{""type"": ""Point"", ""coordinates"": [2.340612999440525, 48.86753299987807]}";48.8675329999,2.34061299944
4428;2020-601;292 rue saint-martin, 75003 paris;75003;2.3546414;48.866974;"{""type"": ""Point"", ""coordinates"": [2.354641390601379, 48.86697241129094]}";48.8669724113,2.3546413906
4429;2017-900;30 rue du chevaleret, 75013 paris;75013;2.3772562;48.82762;"{""type"": ""Point"", ""coordinates"": [2.377256204766478, 48.827621876092316]}";48.8276218761,2.37725620477
4430;2016-996;quai  de bourbon;75004;2.355069;48.853035;"{""type"": ""Point"", ""coordinates"": [2.355069000430317, 48.85303600003277]}";48.853036,2.35506900043
4431;2019-913;rue jacques hillairet, 75012 paris;75012;2.3897405;48.84366;"{""type"": ""Point"", ""coordinates"": [2.389740540979004, 48.84365973161614]}";48.8436597316,2.38974054098
4432;2016-1259;place  des grandes rigoles;75020;2.389933;48.873627;"{""type"": ""Point"", ""coordinates"": [2.389933000221563, 48.87362499996572]}";48.873625,2.38993300022
4433;2020-613;rue du val de grace, 75005 paris;75005;2.3398101;48.84118;"{""type"": ""Point"", ""coordinates"": [2.33981019620791, 48.841177612076464]}";48.8411776121,2.33981019621
4434;2017-909;rue de charenton, 75012 paris;75012;2.3869514;48.841583;"{""type"": ""Point"", ""coordinates"": [2.386951546544202, 48.84158350186149]}";48.8415835019,2.38695154654
4435;2016-2486;square  d'anvers;75009;2.344383;48.882164;"{""type"": ""Point"", ""coordinates"": [2.344382999744433, 48.882164000226496]}";48.8821640002,2.34438299974
4436;2019-807;2 rue de l'ourcq, 75019 paris;75019;2.384784;48.887215;"{""type"": ""Point"", ""coordinates"": [2.384784018376402, 48.88721391040695]}";48.8872139104,2.38478401838
4437;2016-2800;12  place  denfert rochereau;75014;2.330634;48.83424;"{""type"": ""Point"", ""coordinates"": [2.330634000480518, 48.83423899970512]}";48.8342389997,2.33063400048
4438;2020-655;29 rue de babylone, 75007 paris;75007;2.320508;48.85163;"{""type"": ""Point"", ""coordinates"": [2.320508035770044, 48.85162969044371]}";48.8516296904,2.32050803577
4439;2017-928;rue de brosse, 75004 paris;75004;2.3538024;48.855225;"{""type"": ""Point"", ""coordinates"": [2.353802563546822, 48.85522319109311]}";48.8552231911,2.35380256355
4440;2016-2492;4  avenue  de l'observatoire;75006;2.336335;48.84342;"{""type"": ""Point"", ""coordinates"": [2.336334999629731, 48.843419000169774]}";48.8434190002,2.33633499963
4441;2019-817;1 quai de la loire, 75019 paris;75019;2.3705745;48.88318;"{""type"": ""Point"", ""coordinates"": [2.370574438565629, 48.88317733757032]}";48.8831773376,2.37057443857
4442;2020-48;21 rue du poteau, 75018 paris;75018;2.3421226;48.89361;"{""type"": ""Point"", ""coordinates"": [2.342122512996153, 48.893607668144035]}";48.8936076681,2.342122513
4443;2020-664;50 rue mstislav rostropovitch, 75017 paris;75017;2.3121045;48.890522;"{""type"": ""Point"", ""coordinates"": [2.3121045711809503, 48.89052153604167]}";48.890521536,2.31210457118
4444;2017-1122;2 place du colonel fabien, 75019 paris;75019;2.370911;48.877796;"{""type"": ""Point"", ""coordinates"": [2.370910928014262, 48.87779620226316]}";48.8777962023,2.37091092801
4445;2016-2517;boulevard  de clichy;75009;2.334407;48.883034;"{""type"": ""Point"", ""coordinates"": [2.334407000344023, 48.88303200024365]}";48.8830320002,2.33440700034
4446;2019-1141;16 rue alfred de vigny, 75008 paris;75008;2.3051877;48.879368;"{""type"": ""Point"", ""coordinates"": [2.305187806410797, 48.87936618212866]}";48.8793661821,2.30518780641
4447;2016-1311;cour  de la ferme saint lazare;75010;2.354956;48.876232;"{""type"": ""Point"", ""coordinates"": [2.354955999975634, 48.87623400006301]}";48.8762340001,2.35495599998
4448;2020-665;50 rue mstislav rostropovitch, 75017 paris;75017;2.3121045;48.890522;"{""type"": ""Point"", ""coordinates"": [2.3121045711809503, 48.89052153604167]}";48.890521536,2.31210457118
4449;2017-1163;avenue de la porte de la villette, 75019 paris;75019;2.3876612;48.89959;"{""type"": ""Point"", ""coordinates"": [2.387661261196787, 48.899589118985816]}";48.899589119,2.3876612612
4450;2016-2550;rue  de l'hopital saint louis;75010;2.365405;48.874928;"{""type"": ""Point"", ""coordinates"": [2.365405000299615, 48.874927999849575]}";48.8749279998,2.3654050003
4451;2019-1146;18 rue de dunkerque, 75010 paris;75010;2.3535504;48.88038;"{""type"": ""Point"", ""coordinates"": [2.353550354253565, 48.880380452030565]}";48.880380452,2.35355035425
4452;2016-1323;rue  des saules;75018;2.340139;48.889248;"{""type"": ""Point"", ""coordinates"": [2.340139000340448, 48.88924700020133]}";48.8892470002,2.34013900034
4453;2016-522;97  boulevard  de montmorency;75016;2.26077;48.84871;"{""type"": ""Point"", ""coordinates"": [2.260770000253743, 48.848708999816274]}";48.8487089998,2.26077000025
4454;2017-1221;passage josset, 75011 paris;75011;2.376575;48.852642;"{""type"": ""Point"", ""coordinates"": [2.376575089747718, 48.85264130964355]}";48.8526413096,2.37657508975
4455;2016-1067;16  avenue  victor hugo;75016;2.291848;48.872475;"{""type"": ""Point"", ""coordinates"": [2.291848000014923, 48.87247600040758]}";48.8724760004,2.29184800001
4456;2019-1149;21 rue de la liberte, 75019 paris;75019;2.3931577;48.88107;"{""type"": ""Point"", ""coordinates"": [2.393157749564949, 48.881069745216635]}";48.8810697452,2.39315774956
4457;2016-1338;rue  brochart de saron;75009;2.342473;48.881416;"{""type"": ""Point"", ""coordinates"": [2.3424730004321432, 48.881415999982046]}";48.881416,2.34247300043
4458;2016-534;33  avenue  foch;75016;2.286099;48.872295;"{""type"": ""Point"", ""coordinates"": [2.286098999789029, 48.87229500034841]}";48.8722950003,2.28609899979
4459;2017-1228;7 avenue franklin d. roosevelt, 75008 paris;75008;2.3100052;48.865746;"{""type"": ""Point"", ""coordinates"": [2.310005143034865, 48.86574404311255]}";48.8657440431,2.31000514303
4460;2016-1068;11  rue  chardon lagache (hopital ste perine);75016;2.26667;48.84498;"{""type"": ""Point"", ""coordinates"": [2.266669999394985, 48.84497699981972]}";48.8449769998,2.26666999939
4461;2019-1151;11b rue d'auteuil, 75016 paris;75016;2.2673237;48.847305;"{""type"": ""Point"", ""coordinates"": [2.267323664648531, 48.84730541897011]}";48.847305419,2.26732366465
4462;2020-59;45 rue rodier, 75009 paris;75009;2.3437123;48.88028;"{""type"": ""Point"", ""coordinates"": [2.3437123231334462, 48.88027783054732]}";48.8802778305,2.34371232313
4463;2016-541;rue  saint denis;75002;2.351137;48.866753;"{""type"": ""Point"", ""coordinates"": [2.351137000228783, 48.86675299964787]}";48.8667529996,2.35113700023
4464;2017-1233;place vendome, 75001 paris;75001;2.3292215;48.867268;"{""type"": ""Point"", ""coordinates"": [2.329221504428915, 48.86726684964195]}";48.8672668496,2.32922150443
4465;2016-1069;33  boulevard  des invalides;75007;2.314847;48.85229;"{""type"": ""Point"", ""coordinates"": [2.314846999352946, 48.852290999881134]}";48.8522909999,2.31484699935
4466;2019-1176;57 rue piat, 75020 paris;75020;2.383418;48.873142;"{""type"": ""Point"", ""coordinates"": [2.383418001045918, 48.87314342650481]}";48.8731434265,2.38341800105
4467;2020-69;69 rue sedaine, 75011 paris;75011;2.377094;48.85806;"{""type"": ""Point"", ""coordinates"": [2.377093930750927, 48.85805873675079]}";48.8580587368,2.37709393075
4468;2016-552;quai  des tuileries;75001;2.342193;48.856182;"{""type"": ""Point"", ""coordinates"": [2.342193000530423, 48.856181999937014]}";48.8561819999,2.34219300053
4469;2017-1245;32 rue dareau, 75014 paris;75014;2.3363981;48.830868;"{""type"": ""Point"", ""coordinates"": [2.336398195564202, 48.830866333141124]}";48.8308663331,2.33639819556
4470;2016-1086;rue  mouffetard;75005;2.349646;48.842182;"{""type"": ""Point"", ""coordinates"": [2.349645999373553, 48.842184000351715]}";48.8421840004,2.34964599937
4471;2018-1167;32 boulevard saint-jacques, 75014 paris;75014;2.338402;48.832897;"{""type"": ""Point"", ""coordinates"": [2.338401928225837, 48.83289739752544]}";48.8328973975,2.33840192823
4472;2020-118;57 rue berthe, 75018 paris;75018;2.338721;48.885857;"{""type"": ""Point"", ""coordinates"": [2.338721141807266, 48.88585595781013]}";48.8858559578,2.33872114181
4473;2016-568;avenue  de new york;75016;2.293955;48.862713;"{""type"": ""Point"", ""coordinates"": [2.2939549997695963, 48.86271199996861]}";48.862712,2.29395499977
4474;2017-1246;place vauban, 75007 paris;75007;2.3114028;48.85386;"{""type"": ""Point"", ""coordinates"": [2.311402697579102, 48.853860763400306]}";48.8538607634,2.31140269758
4475;2020-1069;39 rue mirabeau, 75016 paris;75016;2.2690206;48.845867;"{""type"": ""Point"", ""coordinates"": [2.269020598076628, 48.84586739465082]}";48.8458673947,2.26902059808
4476;2018-1186;23 rue du faubourg du temple, 75010 paris;75010;2.3663912;48.868538;"{""type"": ""Point"", ""coordinates"": [2.366391276344192, 48.86853677491748]}";48.8685367749,2.36639127634
4477;2020-121;57 rue berthe, 75018 paris;75018;2.338721;48.885857;"{""type"": ""Point"", ""coordinates"": [2.338721141807266, 48.88585595781013]}";48.8858559578,2.33872114181
4478;2016-576;parvis  du sacre coeur;75018;2.342895;48.8862;"{""type"": ""Point"", ""coordinates"": [2.342894999902617, 48.88619899998325]}";48.886199,2.3428949999
4479;2017-1029;avenue joseph bouvard, 75007 paris;75007;2.2959008;48.854527;"{""type"": ""Point"", ""coordinates"": [2.295900882576335, 48.85452818601004]}";48.854528186,2.29590088258
4480;2020-1072;15 quai malaquais, 75006 paris;75006;2.3342645;48.8579;"{""type"": ""Point"", ""coordinates"": [2.334264421663961, 48.857898456222344]}";48.8578984562,2.33426442166
4481;2019-822;5 place du general catroux, 75017 paris;75017;2.3098407;48.882343;"{""type"": ""Point"", ""coordinates"": [2.309840686006067, 48.882341927434155]}";48.8823419274,2.30984068601
4482;2016-1430;24  rue  de sevres;75007;2.324704;48.850563;"{""type"": ""Point"", ""coordinates"": [2.324704000225423, 48.85056300002986]}";48.850563,2.32470400023
4483;2016-2134;place  de varsovie;75016;2.275562;48.85445;"{""type"": ""Point"", ""coordinates"": [2.275561999641399, 48.854450000377966]}";48.8544500004,2.27556199964
4484;2017-1033;place de la madeleine, 75008 paris;75008;2.3234594;48.869747;"{""type"": ""Point"", ""coordinates"": [2.323459388741159, 48.8697461691805]}";48.8697461692,2.32345938874
4485;2020-1099;51 boulevard auguste blanqui, 75013 paris;75013;2.3504746;48.829414;"{""type"": ""Point"", ""coordinates"": [2.350474575433703, 48.82941323523969]}";48.8294132352,2.35047457543
4486;2019-839;15 rue jacques hillairet, 75012 paris;75012;2.3875303;48.842766;"{""type"": ""Point"", ""coordinates"": [2.387530396376128, 48.84276693034535]}";48.8427669303,2.38753039638
4487;2016-1464;rue  andre antoine;75018;2.337688;48.88377;"{""type"": ""Point"", ""coordinates"": [2.337687999857738, 48.88376999998449]}";48.88377,2.33768799986
4488;2016-2138;quai  saint bernard;75005;2.359533;48.84778;"{""type"": ""Point"", ""coordinates"": [2.35953300045054, 48.84777900006422]}";48.8477790001,2.35953300045
4489;2017-1369;parvis notre-dame place jean-paul ii, 75004 paris;75004;2.3474233;48.853565;"{""type"": ""Point"", ""coordinates"": [2.347423428584993, 48.853565364492596]}";48.8535653645,2.34742342858
4490;2016-1114;19  avenue  kleber/hotel le peninsula;75016;2.293316;48.87101;"{""type"": ""Point"", ""coordinates"": [2.293315999702749, 48.87100900008343]}";48.8710090001,2.2933159997
